WijkenEnBuurten,Gemeentenaam_1,SoortRegio_2,Codering_3,MeestVoorkomendePostcode_113,HuishoudensTotaal_28,GemiddeldeHuishoudensgrootte_32,Bevolkingsdichtheid_33,Woningvoorraad_34,GemiddeldeWoningwaarde_35,PercentageEengezinswoning_36,Koopwoningen_40,InBezitWoningcorporatie_42,InBezitOverigeVerhuurders_43,BouwjaarVanaf2000_46,GemiddeldElektriciteitsverbruikTotaal_47,GemiddeldAardgasverbruikTotaal_55,Gemiddeld_opleidingsniveau,Percent_inkomensontvangers,GemiddeldInkomenPerInwoner_72,Bedrijfsvestigingen_per_huishuidens,PersonenautoSPerHuishouden_102,AfstandTotSchool_108,MateVanStedelijkheid_115
Hoogersmilde-Zuid,Midden-Drenthe,Buurt,BU17310802,9423,45,2.6,251.0,51,,92.0,82.0,0.0,18.0,2.0,3610.0,2010.0,1.9,0.8,31.1,0.4444444444444444,,1.5,5.0
Westerbork,Midden-Drenthe,Buurt,BU17310900,9431,2065,2.1,1432.0,2156,226.0,89.0,68.0,27.0,5.0,14.0,2800.0,1570.0,2.085626911314985,0.8463251670378619,27.1,0.15012106537530268,1.3,0.9,5.0
Elp,Midden-Drenthe,Buurt,BU17311000,9442,140,2.3,433.0,148,278.0,98.0,89.0,7.0,4.0,2.0,3470.0,2070.0,2.08,0.9090909090909091,28.9,0.32142857142857145,1.6,4.6,5.0
Zuidveld,Midden-Drenthe,Buurt,BU17311001,9432,30,2.4,140.0,28,,100.0,96.0,0.0,4.0,0.0,3600.0,2490.0,2.0,1.3333333333333333,,0.5,,2.8,5.0
Witteveen,Midden-Drenthe,Buurt,BU17311100,9439,170,2.3,389.0,188,200.0,91.0,74.0,13.0,12.0,9.0,3320.0,1700.0,2.064516129032258,0.7407407407407407,24.7,0.23529411764705882,1.5,4.3,5.0
Nieuw-Balinge,Midden-Drenthe,Buurt,BU17311200,7938,335,2.4,678.0,350,185.0,97.0,75.0,20.0,5.0,9.0,2970.0,1540.0,1.8571428571428572,0.7547169811320755,22.8,0.16417910447761194,1.4,0.4,5.0
Verspreide huizen Nieuw-Balinge,Midden-Drenthe,Buurt,BU17311209,7938,50,2.4,12.0,46,,100.0,87.0,0.0,13.0,7.0,4720.0,2050.0,2.0,0.7692307692307693,30.3,0.5,1.1,1.5,5.0
Zwiggelte,Midden-Drenthe,Buurt,BU17311400,9433,95,2.2,373.0,95,289.0,97.0,83.0,9.0,7.0,9.0,3650.0,1980.0,2.3684210526315788,0.9302325581395349,34.0,0.3157894736842105,1.8,3.2,5.0
Verspreide huizen Zwiggelte,Midden-Drenthe,Buurt,BU17311409,9433,90,2.4,10.0,68,,97.0,82.0,0.0,18.0,12.0,4380.0,2620.0,2.1578947368421053,0.851063829787234,29.5,0.5,1.3,4.8,5.0
Verspreide huizen Orvelte,Midden-Drenthe,Buurt,BU17311509,9441,60,2.4,8.0,59,,97.0,90.0,0.0,10.0,7.0,3970.0,2490.0,2.272727272727273,0.6666666666666666,29.9,0.5,1.5,4.4,5.0
Balinge,Midden-Drenthe,Buurt,BU17311601,9437,35,2.5,388.0,37,,100.0,100.0,0.0,0.0,3.0,3200.0,1600.0,2.111111111111111,1.1111111111111112,,0.42857142857142855,,0.3,5.0
Mantinge,Midden-Drenthe,Buurt,BU17311602,9436,75,2.7,349.0,73,263.0,100.0,92.0,5.0,3.0,4.0,4150.0,2120.0,1.9333333333333333,1.0,26.4,0.3333333333333333,1.4,1.6,5.0
Verspreide huizen de Broekstreek,Midden-Drenthe,Buurt,BU17311609,9436,65,2.6,8.0,66,,97.0,92.0,0.0,8.0,6.0,3800.0,2490.0,2.076923076923077,0.5882352941176471,27.4,0.6923076923076923,1.6,3.2,5.0
Centrum,Moerdijk,Buurt,BU17090000,4761,1565,1.8,4994.0,1730,214.0,50.0,46.0,25.0,28.0,26.0,2530.0,1060.0,1.9751243781094527,0.8291873963515755,28.0,0.2364217252396166,0.9,0.8,3.0
Torenveld,Moerdijk,Buurt,BU17090001,4761,1305,2.2,5064.0,1304,173.0,88.0,54.0,44.0,2.0,4.0,2630.0,1160.0,1.7737556561085972,0.8290155440414507,22.7,0.07279693486590039,1.0,0.5,3.0
Krooswijk,Moerdijk,Buurt,BU17090002,4761,1725,2.4,4982.0,1728,199.0,91.0,76.0,19.0,5.0,5.0,2970.0,1180.0,1.9487179487179487,0.8009708737864077,25.9,0.11594202898550725,1.2,0.4,3.0
Lindonk,Moerdijk,Buurt,BU17090004,4761,1055,2.5,3315.0,1046,288.0,90.0,77.0,22.0,2.0,16.0,3450.0,1250.0,1.9903381642512077,0.7894736842105263,31.3,0.18009478672985782,1.4,0.8,3.0
Zwanengat en omgeving,Moerdijk,Buurt,BU17090006,4762,190,2.4,629.0,194,249.0,96.0,70.0,24.0,6.0,9.0,3420.0,1700.0,1.8421052631578947,0.8602150537634409,26.9,0.8421052631578947,,1.8,4.0
Verspr.h. ten westen van Zevenbergen,Moerdijk,Buurt,BU17090008,4761,105,2.5,26.0,107,354.0,100.0,83.0,0.0,17.0,12.0,4290.0,1950.0,1.95,0.7547169811320755,33.3,0.6190476190476191,1.6,2.2,5.0
Zevenbergschen Hoek,Moerdijk,Buurt,BU17090100,4765,545,2.3,1000.0,576,227.0,85.0,68.0,25.0,7.0,15.0,3120.0,1340.0,1.9042553191489362,0.7936507936507936,27.5,0.1926605504587156,1.4,0.5,5.0
Verspreide huizen Zevenbergschen Hoek,Moerdijk,Buurt,BU17090109,4765,140,2.5,32.0,142,302.0,100.0,87.0,0.0,13.0,20.0,4450.0,1810.0,1.9310344827586208,0.8450704225352113,30.9,0.42857142857142855,1.2,2.3,5.0
Langeweg,Moerdijk,Buurt,BU17090200,4771,275,2.3,1439.0,261,236.0,98.0,72.0,20.0,8.0,5.0,3570.0,1490.0,1.86,0.78125,26.3,0.2,1.3,0.3,5.0
Verspreide huizen Langeweg,Moerdijk,Buurt,BU17090209,4771,85,2.6,24.0,84,348.0,98.0,92.0,0.0,8.0,5.0,4460.0,2140.0,2.1052631578947367,0.8888888888888888,36.7,0.8235294117647058,1.9,1.8,5.0
Klundert,Moerdijk,Buurt,BU17090300,4791,2335,2.3,2315.0,2337,209.0,89.0,60.0,36.0,4.0,11.0,3110.0,1290.0,1.8567961165048543,0.7875457875457875,25.2,0.15203426124197003,1.2,0.4,4.0
Noordschans,Moerdijk,Buurt,BU17090301,4791,80,2.4,252.0,80,289.0,98.0,81.0,4.0,15.0,11.0,3760.0,1700.0,1.8,1.0,25.9,0.3125,1.3,1.8,5.0
Verspreide huizen Klundert,Moerdijk,Buurt,BU17090309,4791,60,2.9,15.0,63,,100.0,92.0,0.0,8.0,13.0,4680.0,1510.0,2.0,0.5555555555555556,30.0,0.5833333333333334,1.3,2.2,5.0
Moerdijk,Moerdijk,Buurt,BU17090400,4782,470,2.1,2048.0,474,199.0,93.0,59.0,34.0,8.0,11.0,3290.0,1390.0,1.7654320987654322,0.7920792079207921,25.7,0.18085106382978725,1.3,0.4,5.0
Noordhoek,Moerdijk,Buurt,BU17090500,4759,415,2.5,1145.0,415,271.0,95.0,83.0,13.0,4.0,14.0,3820.0,1560.0,1.9012345679012346,0.7692307692307693,28.9,0.26506024096385544,1.5,0.4,5.0
Standdaarbuiten,Moerdijk,Buurt,BU17090600,4758,810,2.4,1852.0,823,223.0,91.0,70.0,25.0,5.0,14.0,3360.0,1470.0,1.8456375838926173,0.7772020725388601,26.0,0.2037037037037037,1.4,0.4,5.0
Kreek,Moerdijk,Buurt,BU17090601,4758,75,2.4,343.0,75,318.0,99.0,97.0,0.0,3.0,9.0,4240.0,1870.0,2.0,1.0810810810810811,37.0,0.3333333333333333,2.3,2.1,5.0
Fijnaart,Moerdijk,Buurt,BU17090700,4793,2120,2.2,2380.0,2198,208.0,88.0,61.0,37.0,2.0,19.0,2930.0,1250.0,1.8757062146892656,0.7941483803552769,25.9,0.14150943396226415,1.3,0.5,4.0
Oudemolen,Moerdijk,Buurt,BU17090701,4793,85,2.2,189.0,86,259.0,100.0,95.0,0.0,5.0,6.0,3970.0,1710.0,2.0625,1.0,26.8,0.29411764705882354,1.3,2.6,5.0
Nieuwemolen met Driehoek,Moerdijk,Buurt,BU17090702,4794,55,2.5,144.0,59,281.0,100.0,93.0,0.0,7.0,5.0,3790.0,1800.0,,0.6666666666666666,30.3,0.36363636363636365,1.9,1.4,5.0
Zwingelspaan,Moerdijk,Buurt,BU17090703,4793,50,2.3,221.0,49,,100.0,82.0,8.0,10.0,2.0,4230.0,1610.0,2.111111111111111,0.8333333333333334,33.2,0.4,1.1,2.8,5.0
Verspreide huizen Fijnaart,Moerdijk,Buurt,BU17090709,4793,150,2.5,21.0,154,314.0,100.0,95.0,0.0,5.0,12.0,4460.0,2120.0,1.8,0.7692307692307693,33.9,0.5333333333333333,1.7,2.3,5.0
Heijningen,Moerdijk,Buurt,BU17090800,4794,230,2.1,424.0,234,205.0,100.0,67.0,28.0,5.0,6.0,2930.0,1380.0,1.9230769230769231,0.8247422680412371,26.9,0.1956521739130435,1.2,0.6,5.0
Verspreide huizen Heijningen,Moerdijk,Buurt,BU17090809,4794,160,2.3,23.0,163,307.0,99.0,93.0,0.0,7.0,12.0,4540.0,2020.0,2.09375,0.8108108108108109,34.5,0.78125,1.9,2.1,5.0
Willemstad,Moerdijk,Buurt,BU17090900,4797,395,2.0,1535.0,429,265.0,80.0,57.0,32.0,11.0,7.0,2720.0,1440.0,2.192982456140351,0.875,31.8,0.2911392405063291,1.2,0.5,5.0
Noordlangeweg,Moerdijk,Buurt,BU17090901,4797,325,2.3,2490.0,332,246.0,93.0,76.0,19.0,5.0,1.0,3140.0,1440.0,1.9464285714285714,0.7843137254901961,30.3,0.18461538461538463,1.3,0.3,5.0
Kloosterblokje,Moerdijk,Buurt,BU17090902,4797,210,2.5,3469.0,209,303.0,100.0,81.0,17.0,2.0,26.0,3430.0,1320.0,2.073170731707317,0.7619047619047619,33.1,0.21428571428571427,1.5,0.6,5.0
Verspreide huizen Helwijk,Moerdijk,Buurt,BU17091009,4796,110,2.2,252.0,116,281.0,100.0,95.0,0.0,5.0,11.0,4050.0,1890.0,2.3333333333333335,0.7692307692307693,36.9,0.4090909090909091,1.6,2.6,5.0
Molenhoek,Mook en Middelaar,Buurt,BU09440000,6584,1595,2.3,1161.0,1602,287.0,87.0,75.0,14.0,10.0,17.0,3180.0,1570.0,2.2644927536231885,0.8163265306122449,31.3,0.19122257053291536,1.2,0.6,4.0
Mook,Mook en Middelaar,Buurt,BU09440001,6585,1325,2.1,1009.0,1323,262.0,83.0,69.0,25.0,7.0,7.0,3060.0,1470.0,2.1083743842364533,0.8394160583941606,29.8,0.1660377358490566,1.3,0.6,5.0
Verspreide huizen Bisselt,Mook en Middelaar,Buurt,BU09440009,6585,110,2.1,60.0,126,539.0,98.0,90.0,0.0,10.0,7.0,4100.0,2580.0,2.5,0.851063829787234,42.1,0.36363636363636365,1.8,2.1,5.0
Riethorst-Plasmolen,Mook en Middelaar,Buurt,BU09440100,6586,135,2.1,83.0,165,411.0,81.0,79.0,0.0,21.0,21.0,3900.0,2230.0,2.4166666666666665,1.0526315789473684,34.2,0.5185185185185185,1.4,2.2,5.0
Middelaar Katerbosch en Heikant,Mook en Middelaar,Buurt,BU09440101,6587,365,2.3,211.0,363,294.0,98.0,84.0,10.0,6.0,10.0,3750.0,1710.0,2.0,0.9302325581395349,28.8,0.2328767123287671,1.6,0.6,5.0
Nederweert,Nederweert,Buurt,BU09460101,6031,3260,2.2,2208.0,3370,245.0,81.0,60.0,30.0,10.0,24.0,3110.0,1320.0,1.9409594095940959,0.8152173913043478,25.8,0.19938650306748465,1.2,0.5,3.0
Boeket-Hoogbosweg,Nederweert,Buurt,BU09460102,6031,150,2.5,19.0,159,351.0,100.0,91.0,0.0,9.0,9.0,4460.0,2180.0,1.9,0.7792207792207793,29.8,0.5,1.6,2.0,5.0
Bosserstraat-Lage Kuilen,Nederweert,Buurt,BU09460103,6031,125,2.7,46.0,135,353.0,98.0,90.0,0.0,10.0,14.0,4190.0,2130.0,1.9310344827586208,0.8571428571428571,29.0,0.56,2.0,2.1,5.0
Schoor-Mildert,Nederweert,Buurt,BU09460104,6031,155,2.6,95.0,165,356.0,97.0,88.0,0.0,11.0,20.0,4640.0,2170.0,2.225806451612903,0.7317073170731707,28.4,0.45161290322580644,1.7,2.3,5.0
Budschop,Nederweert,Buurt,BU09460201,6031,730,2.2,869.0,739,259.0,86.0,73.0,17.0,9.0,19.0,3290.0,1530.0,1.875,0.8641975308641975,27.3,0.21232876712328766,1.4,0.5,4.0
Winnerstraat-Eindhovensebaan,Nederweert,Buurt,BU09460202,6031,80,2.5,44.0,89,317.0,98.0,81.0,0.0,19.0,10.0,4600.0,2170.0,2.0,0.975609756097561,26.5,1.0,1.9,2.4,5.0
Ospel,Nederweert,Buurt,BU09460301,6035,1085,2.3,1607.0,1089,242.0,91.0,71.0,22.0,7.0,22.0,3550.0,1490.0,1.8402061855670102,0.8644400785854617,25.0,0.2119815668202765,1.6,0.6,5.0
Ospeldijk,Nederweert,Buurt,BU09460302,6035,175,2.5,499.0,174,295.0,97.0,94.0,2.0,5.0,14.0,4480.0,1710.0,1.8205128205128205,0.8888888888888888,27.9,0.34285714285714286,1.9,3.4,5.0
Nieuwstraat-Horick-Kampersweg,Nederweert,Buurt,BU09460303,6035,190,2.6,75.0,195,329.0,97.0,90.0,0.0,10.0,9.0,5220.0,2190.0,1.85,0.8,26.9,0.6052631578947368,1.7,1.9,5.0
Waatskamp-Bientjesweg,Nederweert,Buurt,BU09460304,6035,130,2.5,62.0,121,337.0,94.0,83.0,0.0,17.0,5.0,5040.0,2320.0,1.8518518518518519,0.9090909090909091,26.5,0.5769230769230769,1.5,1.8,5.0
Moostdijk-Kruisvennendijk,Nederweert,Buurt,BU09460305,6035,90,2.6,16.0,94,329.0,97.0,89.0,0.0,11.0,11.0,4450.0,2160.0,1.8,0.851063829787234,25.8,0.6666666666666666,1.3,3.4,5.0
Nederweert-Eind,Nederweert,Buurt,BU09460401,6034,545,2.5,449.0,547,270.0,99.0,85.0,11.0,4.0,17.0,3630.0,1640.0,1.9813084112149533,0.8208955223880597,27.5,0.21100917431192662,1.5,0.5,5.0
Wellenstein-Aan 't Kruis,Nederweert,Buurt,BU09460402,6034,75,2.6,13.0,83,330.0,100.0,78.0,0.0,22.0,10.0,4820.0,2390.0,2.0625,0.975609756097561,30.7,0.6,1.6,2.5,5.0
Leveroy,Nederweert,Buurt,BU09460501,6091,330,2.4,387.0,323,255.0,100.0,76.0,15.0,9.0,19.0,3570.0,1610.0,1.9166666666666667,0.7547169811320755,24.9,0.18181818181818182,1.5,0.4,5.0
Deckerstraat-Bergdijk,Nederweert,Buurt,BU09460502,6091,110,2.2,34.0,102,341.0,96.0,86.0,0.0,12.0,10.0,4030.0,2120.0,2.1,0.8163265306122449,27.7,0.4090909090909091,1.4,1.7,5.0
Roden,Noordenveld,Buurt,BU16990000,9301,3465,2.0,2142.0,3679,200.0,74.0,59.0,31.0,9.0,11.0,2450.0,1470.0,1.9372294372294372,0.8123249299719888,22.8,0.14285714285714285,1.1,0.5,3.0
Roden West,Noordenveld,Buurt,BU16990010,9301,3015,2.4,3332.0,3050,228.0,94.0,72.0,23.0,5.0,17.0,2760.0,1440.0,2.1544256120527305,0.7960893854748603,27.1,0.11940298507462686,1.2,0.8,3.0
Nieuw-Roden,Noordenveld,Buurt,BU16990030,9311,545,2.3,1219.0,546,226.0,95.0,67.0,27.0,5.0,27.0,2860.0,1500.0,1.9782608695652173,0.7843137254901961,24.2,0.1559633027522936,1.2,0.7,4.0
Nietap,Noordenveld,Buurt,BU16990040,9312,405,2.1,1328.0,398,250.0,90.0,84.0,11.0,4.0,10.0,2710.0,1640.0,2.125,0.8,26.5,0.16049382716049382,1.3,0.9,4.0
Foxwolde,Noordenveld,Buurt,BU16990060,9314,65,2.4,135.0,65,,82.0,89.0,0.0,11.0,5.0,3720.0,2220.0,2.272727272727273,0.6451612903225806,33.9,0.23076923076923078,1.5,1.8,5.0
Roderwolde,Noordenveld,Buurt,BU16990070,9315,125,2.3,439.0,126,285.0,98.0,83.0,15.0,2.0,11.0,3090.0,1930.0,2.130434782608696,0.6779661016949152,32.6,0.2,1.5,0.3,5.0
Lieveren,Noordenveld,Buurt,BU16990090,9304,50,2.3,461.0,50,,84.0,92.0,0.0,8.0,4.0,3690.0,2380.0,2.4,0.8,35.0,0.4,1.7,2.9,5.0
Roderesch,Noordenveld,Buurt,BU16990100,9305,110,2.4,659.0,93,227.0,98.0,83.0,13.0,4.0,4.0,3280.0,1720.0,1.894736842105263,0.7692307692307693,24.4,0.22727272727272727,1.4,2.7,5.0
Steenbergen,Noordenveld,Buurt,BU16990110,9307,30,2.6,599.0,31,,90.0,94.0,0.0,6.0,10.0,3220.0,1940.0,2.0,1.25,,0.3333333333333333,,3.9,5.0
Buitengebied Roden Noord,Noordenveld,Buurt,BU16990120,9749,70,2.1,7.0,71,,94.0,93.0,0.0,6.0,7.0,3660.0,2300.0,2.1538461538461537,0.625,29.4,0.42857142857142855,1.2,2.4,5.0
Buitengebied Roden Zuid,Noordenveld,Buurt,BU16990130,9307,260,2.1,26.0,290,377.0,96.0,73.0,0.0,24.0,12.0,2990.0,1940.0,2.0,0.8771929824561403,30.4,0.3076923076923077,1.5,2.8,5.0
Buitengebied Roden West,Noordenveld,Buurt,BU16990140,9312,125,2.6,54.0,129,385.0,100.0,95.0,0.0,5.0,7.0,3750.0,2210.0,2.0,0.8955223880597015,31.3,0.36,1.7,1.6,5.0
Norg,Noordenveld,Buurt,BU16990300,9331,1590,2.1,1550.0,1654,225.0,84.0,68.0,20.0,13.0,5.0,2670.0,1620.0,2.051282051282051,0.8472012102874432,26.1,0.16981132075471697,1.3,1.1,5.0
Een,Noordenveld,Buurt,BU16990310,9342,215,2.5,666.0,219,241.0,99.0,76.0,19.0,3.0,14.0,3170.0,1850.0,2.0,0.7339449541284404,24.2,0.23255813953488372,1.5,0.4,5.0
Langelo,Noordenveld,Buurt,BU16990320,9333,75,2.5,413.0,85,374.0,92.0,91.0,1.0,8.0,7.0,3850.0,2420.0,2.375,1.0,29.1,0.5333333333333333,1.8,3.7,5.0
Zuidvelde,Noordenveld,Buurt,BU16990340,9335,30,2.5,283.0,33,,94.0,91.0,0.0,9.0,3.0,3710.0,2430.0,2.1666666666666665,1.1764705882352942,,0.3333333333333333,,2.3,5.0
Westervelde,Noordenveld,Buurt,BU16990350,9337,65,2.3,264.0,66,382.0,97.0,83.0,9.0,8.0,6.0,3310.0,2220.0,2.076923076923077,0.625,32.9,0.3076923076923077,1.6,0.4,5.0
Veenhuizen,Noordenveld,Buurt,BU16990360,9341,345,2.4,575.0,348,189.0,96.0,83.0,8.0,5.0,1.0,3050.0,1510.0,1.9605263157894737,0.7526881720430108,24.8,0.18840579710144928,1.5,0.6,5.0
Verspreide huizen Huis ter Heide,Noordenveld,Buurt,BU16990370,9336,55,2.5,14.0,50,,94.0,78.0,0.0,22.0,14.0,3680.0,2250.0,2.1,0.7407407407407407,24.6,0.45454545454545453,1.3,3.4,5.0
Verspreide huizen Een-West,Noordenveld,Buurt,BU16990380,9343,85,2.5,45.0,84,337.0,99.0,93.0,0.0,7.0,12.0,3690.0,2090.0,2.0588235294117645,0.9090909090909091,27.0,0.35294117647058826,1.6,2.4,5.0
Verspreide huizen Een,Noordenveld,Buurt,BU16990400,9342,135,2.3,21.0,215,332.0,94.0,79.0,0.0,21.0,29.0,2420.0,1620.0,2.2083333333333335,0.967741935483871,27.7,0.37037037037037035,1.4,2.3,5.0
Peize,Noordenveld,Buurt,BU16990600,9321,1875,2.3,1394.0,1961,263.0,86.0,80.0,15.0,6.0,10.0,2770.0,1560.0,2.219047619047619,0.7963594994311718,28.4,0.17066666666666666,1.3,0.8,5.0
Altena,Noordenveld,Buurt,BU16990610,9321,120,2.5,1616.0,126,214.0,97.0,66.0,32.0,2.0,1.0,3160.0,1520.0,1.96,0.6349206349206349,21.6,0.20833333333333334,1.8,2.9,5.0
Verspreide huizen Peize Noord,Noordenveld,Buurt,BU16990630,9321,280,2.4,29.0,273,425.0,92.0,93.0,0.0,7.0,9.0,3950.0,2310.0,2.267857142857143,0.8633093525179856,33.4,0.39285714285714285,1.5,2.3,5.0
Nuenen-Noord,"Nuenen, Gerwen en Nederwetten",Buurt,BU08200000,5671,2620,2.1,2153.0,2780,322.0,67.0,65.0,22.0,13.0,19.0,2910.0,1460.0,2.178861788617886,0.8226691042047533,33.4,0.22900763358778625,1.1,0.7,3.0
Nuenen-Zuid,"Nuenen, Gerwen en Nederwetten",Buurt,BU08200001,5672,3095,2.3,3543.0,3073,284.0,93.0,81.0,15.0,4.0,4.0,3090.0,1610.0,2.158607350096712,0.817477096546864,29.4,0.20032310177705978,1.2,0.6,3.0
Nuenen-Oost,"Nuenen, Gerwen en Nederwetten",Buurt,BU08200002,5673,2535,2.4,3626.0,2520,335.0,93.0,74.0,17.0,8.0,4.0,3370.0,1440.0,2.303719008264463,0.8136696501220505,32.8,0.17357001972386588,1.3,1.0,3.0
Eeneind,"Nuenen, Gerwen en Nederwetten",Buurt,BU08200003,5674,305,2.4,161.0,301,395.0,99.0,89.0,0.0,10.0,16.0,4240.0,1940.0,2.086206896551724,0.821917808219178,32.0,1.1639344262295082,2.4,1.7,5.0
Gerwen,"Nuenen, Gerwen en Nederwetten",Buurt,BU08200100,5674,715,2.4,538.0,713,356.0,97.0,84.0,12.0,4.0,12.0,3550.0,1720.0,2.1343283582089554,0.8163265306122449,30.3,0.2727272727272727,1.4,0.5,5.0
Verspreide huizen Gerwen,"Nuenen, Gerwen en Nederwetten",Buurt,BU08200109,5674,130,2.6,49.0,107,408.0,98.0,88.0,1.0,9.0,10.0,4650.0,2140.0,1.962962962962963,0.8823529411764706,25.4,0.5384615384615384,1.5,1.7,5.0
Nederwetten,"Nuenen, Gerwen en Nederwetten",Buurt,BU08200200,5674,290,2.4,729.0,307,371.0,97.0,87.0,7.0,7.0,29.0,3550.0,1710.0,2.142857142857143,0.8391608391608392,31.0,0.25862068965517243,1.3,0.4,5.0
