WijkenEnBuurten,Gemeentenaam_1,SoortRegio_2,Codering_3,MeestVoorkomendePostcode_113,HuishoudensTotaal_28,GemiddeldeHuishoudensgrootte_32,Bevolkingsdichtheid_33,Woningvoorraad_34,GemiddeldeWoningwaarde_35,PercentageEengezinswoning_36,Koopwoningen_40,InBezitWoningcorporatie_42,InBezitOverigeVerhuurders_43,BouwjaarVanaf2000_46,GemiddeldElektriciteitsverbruikTotaal_47,GemiddeldAardgasverbruikTotaal_55,Gemiddeld_opleidingsniveau,Percent_inkomensontvangers,GemiddeldInkomenPerInwoner_72,Bedrijfsvestigingen_per_huishuidens,PersonenautoSPerHuishouden_102,AfstandTotSchool_108,MateVanStedelijkheid_115
Verspr.h. waaronder Pelsendijk en Rolaf,Steenbergen,Buurt,BU08510409,4681,160,2.3,24.0,102,303.0,98.0,93.0,0.0,7.0,14.0,4410.0,1700.0,2.0,0.8,28.3,0.375,1.1,2.4,5.0
Oud-Stein,Stein,Buurt,BU09710000,6171,1490,2.1,1683.0,1567,219.0,71.0,72.0,16.0,12.0,15.0,3050.0,1490.0,2.0304347826086957,0.8163265306122449,28.0,0.1644295302013423,1.2,0.5,3.0
Kerensheide,Stein,Buurt,BU09710001,6171,1200,2.2,2018.0,1207,191.0,95.0,74.0,22.0,3.0,0.0,3050.0,1450.0,1.855140186915888,0.8614232209737828,25.5,0.12916666666666668,1.3,0.5,4.0
Nieuwdorp,Stein,Buurt,BU09710002,6171,1160,2.1,1436.0,1160,174.0,81.0,65.0,30.0,5.0,6.0,2920.0,1280.0,1.6858638743455496,0.8553971486761711,23.6,0.1206896551724138,1.2,1.3,3.0
Kleine Meers en Veldschuur,Stein,Buurt,BU09710003,6171,110,2.4,786.0,113,247.0,98.0,93.0,0.0,6.0,2.0,3720.0,1760.0,1.9090909090909092,0.7407407407407407,27.7,0.18181818181818182,1.6,1.7,5.0
Maasband,Stein,Buurt,BU09710004,6171,55,2.1,49.0,58,244.0,100.0,86.0,0.0,14.0,3.0,3470.0,1630.0,1.8181818181818181,0.8695652173913043,27.0,0.36363636363636365,1.4,2.4,5.0
Centrum,Stein,Buurt,BU09710005,6171,1140,1.9,2124.0,1157,178.0,65.0,55.0,41.0,4.0,11.0,2640.0,1290.0,1.802547770700637,0.8715596330275229,24.6,0.12280701754385964,1.0,0.8,3.0
Elsloo,Stein,Buurt,BU09710100,6181,3140,2.2,2055.0,3201,209.0,87.0,76.0,18.0,6.0,12.0,3060.0,1390.0,1.988826815642458,0.8327452364149612,27.6,0.15127388535031847,1.3,0.6,3.0
Meers,Stein,Buurt,BU09710101,6181,395,2.2,491.0,411,211.0,91.0,79.0,14.0,7.0,5.0,3180.0,1510.0,1.9558823529411764,0.8092485549132948,25.8,0.16455696202531644,1.3,2.1,5.0
Catsop,Stein,Buurt,BU09710102,6181,240,2.2,201.0,246,294.0,98.0,89.0,6.0,5.0,11.0,3610.0,1840.0,2.0476190476190474,0.9433962264150944,32.4,0.20833333333333334,1.4,1.3,4.0
Berg,Stein,Buurt,BU09710200,6129,910,2.2,2211.0,925,206.0,81.0,71.0,23.0,5.0,3.0,3180.0,1420.0,2.0197368421052633,0.8673469387755102,26.6,0.13736263736263737,1.3,0.5,5.0
Urmond ten westen van Julianakanaal,Stein,Buurt,BU09710201,6129,455,2.1,1980.0,445,223.0,80.0,69.0,25.0,6.0,22.0,3100.0,1490.0,2.0,0.8205128205128205,26.9,0.13186813186813187,1.3,1.2,4.0
Urmond ten oosten van Julianakanaal,Stein,Buurt,BU09710202,6129,1160,2.1,1118.0,1210,206.0,79.0,70.0,23.0,7.0,16.0,3050.0,1310.0,1.893939393939394,0.8383233532934131,27.7,0.16379310344827586,1.3,0.5,4.0
Nattenhoven,Stein,Buurt,BU09710203,6129,65,2.2,158.0,68,237.0,97.0,99.0,0.0,1.0,1.0,3280.0,1670.0,2.0,0.6896551724137931,28.5,0.23076923076923078,1.4,1.0,5.0
Tubbergen-Dorp,Tubbergen,Buurt,BU01830000,7651,1950,2.4,1442.0,2072,238.0,76.0,61.0,26.0,13.0,20.0,3030.0,1360.0,1.9563953488372092,0.8280254777070064,25.0,0.1717948717948718,1.3,0.7,4.0
Verspreide huizen Manderveen,Tubbergen,Buurt,BU01830008,7664,230,2.6,62.0,246,294.0,76.0,81.0,2.0,16.0,20.0,4180.0,2020.0,1.7608695652173914,0.8064516129032258,23.8,0.34782608695652173,1.5,1.2,5.0
Verspreide huizen Tubbergen,Tubbergen,Buurt,BU01830009,7651,365,2.8,74.0,402,310.0,66.0,70.0,10.0,19.0,50.0,4020.0,1690.0,2.0,0.7547169811320755,26.1,0.3698630136986301,1.5,1.7,5.0
Albergen kern,Tubbergen,Buurt,BU01830100,7665,790,2.6,1636.0,803,254.0,92.0,79.0,15.0,5.0,12.0,3450.0,1590.0,1.9625,0.821256038647343,25.5,0.2088607594936709,1.4,0.4,5.0
Verspreide huizen Albergen,Tubbergen,Buurt,BU01830109,7665,555,2.7,74.0,592,313.0,63.0,73.0,4.0,24.0,34.0,4350.0,1940.0,1.982608695652174,0.7843137254901961,25.4,0.3783783783783784,1.7,1.9,5.0
Harbrinkhoek kern,Tubbergen,Buurt,BU01830200,7615,355,2.7,1353.0,365,258.0,95.0,85.0,8.0,6.0,20.0,3500.0,1650.0,1.96,0.8333333333333334,25.0,0.2535211267605634,1.8,1.1,5.0
Mariaparochie,Tubbergen,Buurt,BU01830201,7614,95,2.5,1300.0,100,235.0,96.0,70.0,26.0,4.0,1.0,3260.0,1490.0,1.75,0.8163265306122449,26.5,0.3157894736842105,1.4,0.3,5.0
Verspreide huizen Harbrinkhoek,Tubbergen,Buurt,BU01830209,7615,240,2.8,159.0,254,312.0,66.0,77.0,5.0,18.0,33.0,4140.0,1800.0,1.9803921568627452,0.7518796992481203,25.1,0.25,1.3,1.5,5.0
Geesteren kern,Tubbergen,Buurt,BU01830300,7678,980,2.5,1743.0,1017,255.0,84.0,75.0,16.0,8.0,23.0,3400.0,1490.0,1.9895287958115184,0.8,25.3,0.20918367346938777,1.4,0.5,5.0
Verspreide huizen Geesteren,Tubbergen,Buurt,BU01830309,7678,640,2.8,59.0,678,303.0,57.0,67.0,0.0,33.0,23.0,4340.0,2260.0,1.8248175182481752,0.7843137254901961,24.2,0.46875,2.2,2.1,5.0
Langeveen kern,Tubbergen,Buurt,BU01830400,7679,285,2.6,739.0,294,247.0,93.0,78.0,13.0,9.0,19.0,3570.0,1590.0,1.7457627118644068,0.7792207792207793,23.4,0.21052631578947367,1.5,0.8,5.0
Verspreide huizen Langeveen,Tubbergen,Buurt,BU01830409,7679,185,2.7,57.0,192,272.0,60.0,74.0,0.0,26.0,15.0,5070.0,2320.0,1.9189189189189189,0.7920792079207921,22.3,0.4594594594594595,1.5,2.3,5.0
Vasse kern,Tubbergen,Buurt,BU01830500,7661,300,2.6,1457.0,319,271.0,85.0,80.0,8.0,12.0,25.0,3530.0,1460.0,1.95,0.7547169811320755,24.2,0.23333333333333334,1.5,0.7,5.0
Verspreide huizen Hezingen,Tubbergen,Buurt,BU01830507,7662,80,2.7,24.0,84,316.0,70.0,70.0,0.0,29.0,33.0,4660.0,2450.0,2.1875,0.9523809523809523,24.6,0.4375,1.7,2.8,5.0
Verspreide huizen Vasse,Tubbergen,Buurt,BU01830508,7661,65,2.7,25.0,80,316.0,68.0,75.0,0.0,25.0,8.0,4430.0,2130.0,2.0,0.5405405405405406,24.3,0.5384615384615384,0.7,1.8,5.0
Verspreide huizen Mander,Tubbergen,Buurt,BU01830509,7663,130,3.0,43.0,147,318.0,53.0,71.0,0.0,28.0,20.0,4410.0,1840.0,2.1666666666666665,0.7792207792207793,25.9,0.5,1.6,2.0,5.0
Reutum kern,Tubbergen,Buurt,BU01830600,7667,260,2.6,952.0,262,279.0,91.0,84.0,4.0,11.0,22.0,3750.0,1760.0,1.8679245283018868,0.7407407407407407,24.8,0.19230769230769232,1.4,0.4,5.0
Verspreide huizen Haarle,Tubbergen,Buurt,BU01830608,7668,55,2.7,47.0,56,,61.0,66.0,0.0,34.0,16.0,4930.0,2430.0,2.0,0.6060606060606061,26.3,0.36363636363636365,1.6,2.5,5.0
Fleringen kern,Tubbergen,Buurt,BU01830700,7666,175,3.0,1269.0,181,280.0,94.0,85.0,6.0,8.0,21.0,3980.0,1710.0,2.0476190476190474,0.7407407407407407,25.2,0.2571428571428571,1.7,0.3,5.0
Zuidlaren,Tynaarlo,Buurt,BU17300000,9471,1900,2.1,1359.0,1994,248.0,75.0,71.0,16.0,13.0,9.0,2640.0,1600.0,2.1529850746268657,0.8058608058608059,27.0,0.21578947368421053,1.2,0.7,4.0
Zuid-Es,Tynaarlo,Buurt,BU17300001,9472,1445,2.4,2874.0,1438,218.0,94.0,77.0,17.0,6.0,5.0,2790.0,1490.0,,0.7714285714285715,26.2,0.11072664359861592,1.2,0.6,5.0
De Groeve,Tynaarlo,Buurt,BU17300100,9473,145,2.5,637.0,146,246.0,90.0,85.0,4.0,11.0,5.0,3700.0,2060.0,1.9655172413793103,0.8108108108108109,25.1,0.3103448275862069,1.6,3.3,5.0
Zuidlaarderveen,Tynaarlo,Buurt,BU17300200,9474,100,2.4,350.0,106,275.0,93.0,89.0,5.0,6.0,1.0,3650.0,1960.0,2.15,0.8,33.0,0.2,1.7,0.5,5.0
Midlaren,Tynaarlo,Buurt,BU17300300,9475,75,2.4,317.0,79,395.0,97.0,96.0,1.0,3.0,9.0,3610.0,2320.0,2.5384615384615383,0.5405405405405406,34.0,0.3333333333333333,1.5,2.2,5.0
Verspreide huizen Midlaren,Tynaarlo,Buurt,BU17300309,9475,70,1.8,25.0,83,,100.0,69.0,10.0,19.0,14.0,3120.0,2120.0,2.3076923076923075,0.7407407407407407,40.7,0.5,1.5,2.3,5.0
Westlaren,Tynaarlo,Buurt,BU17300400,9471,600,2.3,2474.0,612,229.0,99.0,84.0,12.0,4.0,0.0,2610.0,1710.0,2.2448979591836733,0.7829181494661922,25.7,0.125,1.3,0.3,5.0
Schuilingsoord,Tynaarlo,Buurt,BU17300500,9472,130,2.4,2208.0,132,200.0,99.0,83.0,15.0,2.0,3.0,2760.0,1630.0,2.0416666666666665,0.9523809523809523,24.4,0.11538461538461539,1.4,0.6,5.0
Verspreide huizen Schuilingsoord,Tynaarlo,Buurt,BU17300509,9472,30,2.8,17.0,36,,94.0,89.0,0.0,11.0,17.0,5140.0,2500.0,1.8,1.1111111111111112,,0.6666666666666666,,1.6,5.0
Paterswolde,Tynaarlo,Buurt,BU17300600,9765,1660,2.2,1095.0,1692,272.0,87.0,75.0,18.0,7.0,6.0,2840.0,1810.0,,0.7806191117092867,30.3,0.19578313253012047,1.2,0.7,4.0
Eelde,Tynaarlo,Buurt,BU17300700,9761,2960,2.2,1939.0,3048,239.0,81.0,68.0,23.0,7.0,15.0,2630.0,1480.0,2.190578158458244,0.7963936889556724,27.3,0.12331081081081081,1.1,0.7,4.0
Eelderwolde,Tynaarlo,Buurt,BU17300800,9766,120,2.8,801.0,126,521.0,90.0,93.0,0.0,7.0,36.0,3880.0,2010.0,2.2916666666666665,0.8823529411764706,43.8,0.2916666666666667,1.5,1.0,5.0
Vries,Tynaarlo,Buurt,BU17300900,9481,1755,2.1,1126.0,1763,229.0,93.0,75.0,22.0,4.0,4.0,2700.0,1650.0,,0.8031088082901554,27.7,0.1396011396011396,1.2,0.7,5.0
Verspreide huizen Vries,Tynaarlo,Buurt,BU17300909,9481,25,2.6,34.0,63,,97.0,37.0,0.0,63.0,56.0,5480.0,2230.0,,0.425531914893617,,0.4,,1.8,5.0
Donderen,Tynaarlo,Buurt,BU17301000,9497,155,2.4,516.0,152,309.0,94.0,94.0,5.0,1.0,7.0,3780.0,2140.0,2.230769230769231,0.7894736842105263,28.0,0.16129032258064516,1.7,3.2,5.0
Verspreide huizen Donderen,Tynaarlo,Buurt,BU17301009,9497,25,3.1,12.0,32,,100.0,88.0,0.0,9.0,22.0,4420.0,2660.0,2.2857142857142856,0.9523809523809523,,1.0,,3.7,5.0
Winde,Tynaarlo,Buurt,BU17301101,9495,30,2.6,153.0,30,,100.0,97.0,0.0,3.0,13.0,3960.0,2180.0,2.25,1.25,,0.5,,2.9,5.0
Yde,Tynaarlo,Buurt,BU17301200,9494,345,2.3,871.0,348,223.0,95.0,83.0,14.0,3.0,5.0,3130.0,1840.0,2.1166666666666667,0.7692307692307693,26.4,0.14492753623188406,1.4,0.5,5.0
De Punt,Tynaarlo,Buurt,BU17301201,9493,80,2.2,155.0,80,340.0,93.0,91.0,0.0,9.0,4.0,4260.0,2560.0,2.1333333333333333,1.0256410256410255,33.1,0.5625,1.5,1.5,5.0
Tynaarlo,Tynaarlo,Buurt,BU17301300,9482,650,2.4,800.0,668,256.0,97.0,81.0,13.0,5.0,6.0,3220.0,1880.0,2.0813008130081303,0.7570977917981072,26.7,0.3230769230769231,1.7,0.6,5.0
Verspreide huizen Tynaarlo,Tynaarlo,Buurt,BU17301309,9482,85,2.6,18.0,72,370.0,93.0,88.0,0.0,13.0,21.0,4190.0,2110.0,2.0526315789473686,0.8888888888888888,29.7,1.1176470588235294,,2.0,5.0
Zeegse,Tynaarlo,Buurt,BU17301400,9483,90,2.3,309.0,101,354.0,94.0,90.0,2.0,8.0,5.0,3360.0,2110.0,2.1176470588235294,0.9302325581395349,35.7,0.3333333333333333,1.6,2.4,5.0
Taarlo,Tynaarlo,Buurt,BU17301402,9485,25,2.6,289.0,31,,87.0,90.0,0.0,10.0,6.0,3500.0,2170.0,2.2,1.3333333333333333,,0.2,,4.7,5.0
Zeijen,Tynaarlo,Buurt,BU17301500,9491,265,2.3,739.0,274,269.0,98.0,92.0,5.0,3.0,11.0,3230.0,1890.0,2.16,0.7936507936507936,29.0,0.20754716981132076,1.5,0.5,5.0
Centrum,Uden,Buurt,BU08560101,5401,2180,1.5,4892.0,2383,204.0,13.0,42.0,35.0,22.0,23.0,2190.0,810.0,1.9482758620689655,0.8746355685131195,27.6,0.22935779816513763,0.8,0.5,2.0
Bogerd-Vijfhuis,Uden,Buurt,BU08560102,5401,1130,2.2,5066.0,1132,226.0,87.0,57.0,34.0,9.0,4.0,2790.0,1190.0,1.9238578680203047,0.7936507936507936,24.7,0.12831858407079647,1.2,0.9,2.0
Moleneind-Groenewoud,Uden,Buurt,BU08560103,5401,620,2.2,2429.0,632,313.0,88.0,68.0,28.0,3.0,16.0,3340.0,1900.0,2.0,0.8633093525179856,28.3,0.1693548387096774,1.2,0.4,2.0
Flatwijk,Uden,Buurt,BU08560104,5401,580,1.6,11414.0,564,123.0,2.0,5.0,92.0,2.0,5.0,2900.0,750.0,1.5942028985507246,0.8648648648648649,18.6,0.04310344827586207,0.6,0.9,2.0
Bitswijk,Uden,Buurt,BU08560105,5402,1740,2.2,5032.0,1745,218.0,86.0,54.0,43.0,3.0,4.0,2860.0,1220.0,1.787375415282392,0.8121827411167513,23.1,0.12931034482758622,1.1,0.4,3.0
Hoevenseveld,Uden,Buurt,BU08560106,5402,1125,2.2,4523.0,1124,214.0,93.0,67.0,28.0,5.0,10.0,2760.0,1310.0,1.835978835978836,0.8097165991902834,22.8,0.09777777777777778,1.1,0.4,2.0
Schutveld,Uden,Buurt,BU08560107,5402,485,2.4,3810.0,487,309.0,98.0,85.0,11.0,3.0,0.0,3290.0,1720.0,2.1294117647058823,0.8620689655172413,27.2,0.21649484536082475,1.3,0.6,2.0
Buurtschap Hoeven,Uden,Buurt,BU08560108,5403,90,2.7,579.0,91,576.0,98.0,91.0,0.0,9.0,14.0,5460.0,2930.0,2.4210526315789473,0.8333333333333334,36.9,0.5,1.7,0.5,3.0
Hoeven,Uden,Buurt,BU08560109,5403,840,2.3,3229.0,842,312.0,92.0,81.0,18.0,2.0,0.0,3550.0,1610.0,2.151315789473684,0.8121827411167513,31.3,0.16666666666666666,1.3,0.5,4.0
Melle,Uden,Buurt,BU08560110,5403,1725,2.4,4937.0,1689,214.0,94.0,61.0,30.0,9.0,0.0,2860.0,1260.0,1.8451612903225807,0.7833537331701347,23.5,0.13043478260869565,1.1,0.4,3.0
Raam,Uden,Buurt,BU08560111,5403,1205,2.4,5275.0,1193,241.0,92.0,80.0,12.0,8.0,4.0,3170.0,1460.0,1.990990990990991,0.8163265306122449,26.0,0.15352697095435686,1.3,0.4,3.0
Zoggel,Uden,Buurt,BU08560113,5404,1655,2.1,3570.0,1681,275.0,73.0,58.0,34.0,8.0,4.0,3040.0,1300.0,2.0210526315789474,0.8438818565400844,29.3,0.17220543806646527,1.2,0.6,2.0
Vluchtoord,Uden,Buurt,BU08560114,5406,35,2.3,246.0,31,,65.0,71.0,0.0,29.0,13.0,6920.0,2430.0,1.8571428571428572,1.25,,3.5714285714285716,,1.5,5.0
Eikenheuvel,Uden,Buurt,BU08560117,5406,220,3.0,659.0,224,415.0,97.0,95.0,0.0,5.0,80.0,3850.0,1460.0,2.2888888888888888,0.7518796992481203,30.4,0.38636363636363635,1.6,1.1,3.0
Buitengebied Uden-Oost,Uden,Buurt,BU08560196,5406,60,2.7,57.0,60,,95.0,77.0,0.0,23.0,22.0,4800.0,2340.0,1.9230769230769231,0.6060606060606061,26.2,0.6666666666666666,2.3,1.3,5.0
Buitengebied Uden-West,Uden,Buurt,BU08560198,5406,240,2.7,86.0,236,443.0,83.0,81.0,0.0,19.0,18.0,5130.0,2310.0,1.9423076923076923,0.7352941176470589,26.5,0.5208333333333334,1.5,2.4,5.0
Kom Volkel,Uden,Buurt,BU08560201,5408,980,2.2,2633.0,1017,254.0,85.0,66.0,30.0,4.0,3.0,3230.0,1430.0,1.8481012658227849,0.8053691275167785,23.7,0.18877551020408162,1.2,0.4,5.0
Buitengebied-Volkel,Uden,Buurt,BU08560299,5408,430,2.8,112.0,434,369.0,89.0,90.0,0.0,9.0,26.0,4610.0,1910.0,1.9375,0.8130081300813008,26.8,0.5232558139534884,1.7,1.4,5.0
Buitengebied-Odiliapeel,Uden,Buurt,BU08560399,5409,215,2.8,45.0,212,345.0,97.0,77.0,0.0,23.0,11.0,5240.0,2220.0,1.8775510204081634,0.8130081300813008,28.5,0.6744186046511628,1.6,1.8,5.0
Vijlen,Vaals,Buurt,BU09810000,6294,585,2.2,309.0,611,213.0,91.0,67.0,23.0,9.0,10.0,3040.0,1500.0,1.98,0.8494208494208494,26.0,0.1623931623931624,1.4,0.5,5.0
Harles,Vaals,Buurt,BU09810003,6294,25,2.4,74.0,31,,100.0,77.0,0.0,23.0,3.0,3490.0,,,1.5384615384615385,,0.4,,1.6,5.0
Lemiers,Vaals,Buurt,BU09810005,6295,345,2.0,428.0,356,184.0,77.0,58.0,28.0,13.0,4.0,2650.0,1650.0,1.4150943396226414,0.8633093525179856,25.3,0.17391304347826086,1.2,2.2,5.0
Holset,Vaals,Buurt,BU09810006,6291,65,2.1,48.0,74,315.0,82.0,77.0,0.0,19.0,8.0,3360.0,2200.0,2.090909090909091,0.7407407407407407,35.7,0.3076923076923077,1.3,2.5,5.0
Raren,Vaals,Buurt,BU09810007,6291,80,2.1,48.0,88,299.0,95.0,82.0,0.0,16.0,0.0,3300.0,2270.0,2.1538461538461537,0.6060606060606061,30.0,0.375,1.5,2.9,4.0
Wolfhaag,Vaals,Buurt,BU09810008,6291,55,2.1,81.0,66,323.0,94.0,89.0,0.0,9.0,5.0,3890.0,2460.0,2.4444444444444446,0.8,31.7,0.18181818181818182,1.5,2.7,5.0
Verspreide huizen Cottessen-Camerig,Vaals,Buurt,BU09810009,6294,30,2.1,12.0,71,,83.0,35.0,0.0,65.0,1.0,3730.0,,2.0,1.4285714285714286,,0.5,,2.4,5.0
Geenhoven,Valkenswaard,Buurt,BU08580001,5552,1645,2.0,4991.0,1710,223.0,66.0,52.0,35.0,13.0,20.0,2700.0,1240.0,1.895582329317269,0.8269525267993875,25.8,0.1458966565349544,1.0,0.5,2.0
Turfberg-Noord,Valkenswaard,Buurt,BU08580002,5553,815,2.2,1310.0,810,313.0,94.0,50.0,46.0,5.0,2.0,3320.0,1850.0,1.946969696969697,0.819672131147541,28.4,0.19631901840490798,1.2,0.5,3.0
Turfberg-Zuid,Valkenswaard,Buurt,BU08580003,5555,1335,2.2,2981.0,1377,275.0,83.0,69.0,19.0,11.0,8.0,3160.0,1410.0,2.1194690265486726,0.8250825082508251,28.5,0.20599250936329588,1.1,0.4,2.0
Hoge Akkers,Valkenswaard,Buurt,BU08580004,5554,1310,2.3,2534.0,1372,320.0,79.0,71.0,18.0,11.0,23.0,3360.0,1410.0,2.0474137931034484,0.819672131147541,31.2,0.20229007633587787,1.2,0.6,3.0
Kerkakkers,Valkenswaard,Buurt,BU08580005,5554,1045,2.1,3066.0,1110,216.0,86.0,62.0,29.0,8.0,10.0,2740.0,1310.0,1.9012345679012346,0.8200455580865603,24.2,0.14832535885167464,1.0,0.8,2.0
Het Gegraaf,Valkenswaard,Buurt,BU08580006,5552,1390,2.0,1634.0,1390,240.0,63.0,44.0,55.0,1.0,8.0,2780.0,1320.0,1.900990099009901,0.8273381294964028,25.0,0.14028776978417265,1.0,0.8,3.0
Verspr.h. Turfbergse Heide Nederheide,Valkenswaard,Buurt,BU08580009,5554,135,2.5,24.0,140,489.0,93.0,78.0,0.0,22.0,15.0,4570.0,2400.0,2.0,0.8695652173913043,31.0,1.5185185185185186,,2.0,5.0
De Belleman,Valkenswaard,Buurt,BU08580100,5551,135,1.5,3602.0,144,158.0,47.0,40.0,57.0,3.0,0.0,1920.0,760.0,1.7777777777777777,0.8888888888888888,24.5,0.14814814814814814,0.8,0.2,3.0
Agnetendal,Valkenswaard,Buurt,BU08580101,5551,765,2.4,3862.0,765,259.0,100.0,60.0,39.0,1.0,2.0,3190.0,1500.0,1.8848920863309353,0.8108108108108109,24.6,0.1503267973856209,1.2,0.5,3.0
Schepelweijen,Valkenswaard,Buurt,BU08580102,5551,1055,2.4,4249.0,1053,240.0,97.0,58.0,36.0,5.0,4.0,3240.0,1310.0,1.898477157360406,0.8016032064128257,25.5,0.11848341232227488,1.2,0.4,3.0
Brouwershof,Valkenswaard,Buurt,BU08580103,5551,735,2.2,4154.0,747,252.0,96.0,56.0,27.0,17.0,2.0,3000.0,1230.0,2.0225563909774436,0.8484848484848485,28.1,0.1360544217687075,1.1,0.5,3.0
Keersopperbeemden,Valkenswaard,Buurt,BU08580105,5551,525,2.4,5160.0,516,293.0,100.0,79.0,19.0,2.0,1.0,3360.0,1340.0,2.0792079207920793,0.8661417322834646,30.0,0.1619047619047619,1.4,0.6,3.0
Borkel,Valkenswaard,Buurt,BU08580200,5556,225,2.5,338.0,236,336.0,92.0,78.0,11.0,10.0,19.0,3780.0,1690.0,1.8863636363636365,0.8849557522123894,29.1,0.28888888888888886,1.7,0.6,5.0
Verspr.h. Klein Borkel en Achterste Brug,Valkenswaard,Buurt,BU08580208,5556,70,2.5,13.0,78,396.0,90.0,87.0,0.0,13.0,4.0,5110.0,2200.0,2.0,1.1111111111111112,30.0,0.5,1.7,2.5,5.0
Veendam-Centrum,Veendam,Buurt,BU00470000,9641,1420,1.9,1947.0,1472,128.0,56.0,54.0,24.0,22.0,3.0,2420.0,1450.0,1.8186528497409327,0.8614232209737828,23.0,0.19718309859154928,1.0,0.8,3.0
Veendam-Oude Ae,Veendam,Buurt,BU00470001,9645,1620,2.1,2477.0,1615,116.0,74.0,52.0,43.0,6.0,15.0,2410.0,1460.0,1.7120622568093384,0.8023774145616642,19.8,0.10493827160493827,1.0,0.3,3.0
Veendam-Middenweg en omgeving,Veendam,Buurt,BU00470002,9645,355,2.2,504.0,362,145.0,99.0,74.0,18.0,8.0,4.0,3160.0,1880.0,1.7846153846153847,0.7407407407407407,20.4,0.2112676056338028,1.4,1.0,4.0
Veendam en omgeving station,Veendam,Buurt,BU00470003,9641,900,2.0,2748.0,892,135.0,67.0,64.0,23.0,13.0,16.0,2410.0,1520.0,1.8161764705882353,0.8264462809917356,21.9,0.12222222222222222,1.0,1.0,3.0
Veendam-Zuid,Veendam,Buurt,BU00470004,9641,645,1.6,2612.0,664,123.0,39.0,41.0,44.0,14.0,10.0,2030.0,1430.0,1.8285714285714285,0.8530805687203792,21.9,0.09302325581395349,0.7,0.4,3.0
Veendam-Sorghvliet,Veendam,Buurt,BU00470005,9642,3575,2.2,3445.0,3680,127.0,83.0,63.0,29.0,8.0,5.0,2540.0,1500.0,1.8846815834767643,0.7716241443683883,21.1,0.06713286713286713,1.1,0.8,3.0
Buitenwoel,Veendam,Buurt,BU00470007,9646,785,2.6,991.0,779,212.0,98.0,91.0,8.0,1.0,32.0,3030.0,1460.0,2.066666666666667,0.774818401937046,27.8,0.1337579617834395,1.4,0.7,4.0
Borgercompagnie (gedeeltelijk),Veendam,Buurt,BU00470100,9631,180,2.4,78.0,180,211.0,98.0,92.0,0.0,7.0,4.0,3560.0,2180.0,1.8571428571428572,0.9090909090909091,27.4,0.2777777777777778,1.6,3.6,5.0
Ommelanderwijk,Veendam,Buurt,BU00470101,9644,450,2.3,351.0,455,143.0,96.0,85.0,6.0,8.0,7.0,3150.0,1750.0,1.8620689655172413,0.8695652173913043,23.8,0.18888888888888888,1.4,0.7,5.0
Zuidwending,Veendam,Buurt,BU00470102,9644,160,2.6,233.0,171,174.0,100.0,94.0,0.0,6.0,3.0,3600.0,2190.0,2.090909090909091,0.7228915662650602,24.0,0.25,1.5,2.4,5.0
Verspreide huizen,Veendam,Buurt,BU00470109,9644,80,2.4,8.0,83,211.0,99.0,87.0,0.0,12.0,10.0,3450.0,2180.0,2.0,1.0,31.1,0.4375,1.7,3.3,5.0
Wildervank,Veendam,Buurt,BU00470200,9648,1345,2.2,958.0,1354,147.0,84.0,65.0,24.0,11.0,15.0,2680.0,1580.0,1.9234234234234233,0.8149405772495756,23.7,0.12267657992565056,1.2,0.6,4.0
Boven-Wildervank,Veendam,Buurt,BU00470201,9648,535,2.4,299.0,539,150.0,98.0,89.0,3.0,8.0,5.0,3200.0,1960.0,1.7572815533980584,0.7782101167315175,23.1,0.16822429906542055,1.5,0.8,5.0
Bareveld,Veendam,Buurt,BU00470202,9648,135,2.4,429.0,145,126.0,99.0,50.0,44.0,6.0,5.0,3030.0,1800.0,1.6923076923076923,0.6060606060606061,19.3,0.14814814814814814,1.4,1.5,5.0
Verspreide huizen,Veendam,Buurt,BU00470209,9648,340,2.5,48.0,339,344.0,92.0,98.0,0.0,2.0,37.0,3850.0,1720.0,2.257142857142857,0.8333333333333334,38.3,0.25,1.6,1.0,4.0
Veldhoven,Veldhoven,Buurt,BU08610000,5504,2265,2.4,1503.0,2236,330.0,87.0,80.0,11.0,9.0,10.0,3360.0,1520.0,2.0920398009950247,0.8155699721964782,29.5,0.31125827814569534,1.4,0.8,3.0
Meerveldhoven,Veldhoven,Buurt,BU08610001,5503,1170,2.0,1426.0,1151,271.0,69.0,56.0,37.0,7.0,13.0,2930.0,1360.0,2.016949152542373,0.8456659619450317,27.2,0.37606837606837606,1.2,0.6,2.0
Zeelst,Veldhoven,Buurt,BU08610002,5502,2310,2.2,3264.0,2334,352.0,82.0,80.0,15.0,5.0,16.0,3370.0,1520.0,1.9974874371859297,0.8,31.1,0.19913419913419914,1.2,0.6,2.0
D'Ekker,Veldhoven,Buurt,BU08610003,5503,2025,2.0,5074.0,2029,239.0,71.0,52.0,40.0,8.0,26.0,2650.0,1160.0,1.8858131487889274,0.8333333333333334,25.4,0.09135802469135802,0.9,1.1,2.0
Zonderwijk,Veldhoven,Buurt,BU08610004,5505,1590,2.2,3897.0,1590,242.0,78.0,50.0,47.0,3.0,6.0,2740.0,1260.0,1.8884462151394423,0.8080808080808081,24.4,0.1069182389937107,1.0,0.7,2.0
