WijkenEnBuurten,Gemeentenaam_1,SoortRegio_2,Codering_3,MeestVoorkomendePostcode_113,HuishoudensTotaal_28,GemiddeldeHuishoudensgrootte_32,Bevolkingsdichtheid_33,GemiddeldeWoningwaarde_35,PercentageEengezinswoning_36,Koopwoningen_40,InBezitWoningcorporatie_42,InBezitOverigeVerhuurders_43,BouwjaarVanaf2000_46,GemiddeldElektriciteitsverbruikTotaal_47,GemiddeldAardgasverbruikTotaal_55,Gemiddeld_opleidingsniveau,Percent_inkomensontvangers,Bedrijfsvestigingen_per_huishuidens,PersonenautoSPerHuishouden_102,AfstandTotSchool_108,Omgevingsadressendichtheid_116
Schoonvelde-Oost,Hoogeveen,Buurt,1185104,7909,680,2.0,4566.0,130.0,59.0,25.0,58.0,17.0,6.0,2020.0,910.0,1.83,0.7885304659498208,0.051470588235294115,0.9,0.5,1417.0
Schutlanden-Oost,Hoogeveen,Buurt,1185105,7908,435,2.2,2237.0,199.0,58.0,59.0,34.0,7.0,33.0,2470.0,1060.0,1.9411764705882353,0.7843137254901961,0.1839080459770115,1.1,0.7,1306.0
Schutlanden-West,Hoogeveen,Buurt,1185106,7908,565,2.4,5623.0,170.0,89.0,76.0,19.0,2.0,0.0,2810.0,1200.0,1.8990825688073394,0.7801418439716312,0.11504424778761062,1.1,0.4,1326.0
Kattouw,Hoogeveen,Buurt,1185107,7908,510,2.2,4480.0,149.0,96.0,50.0,48.0,2.0,0.0,2430.0,1200.0,1.8235294117647058,0.7142857142857143,0.0784313725490196,1.0,0.6,1209.0
Trasselt,Hoogeveen,Buurt,1185108,7908,655,2.6,3706.0,237.0,100.0,98.0,0.0,2.0,0.0,3090.0,1480.0,2.0839694656488548,0.8235294117647058,0.12213740458015267,1.4,0.3,907.0
Erflanden,Hoogeveen,Buurt,1185109,7908,1150,3.0,4052.0,263.0,98.0,94.0,2.0,3.0,100.0,3340.0,1250.0,2.1746031746031744,0.7153075822603719,0.15217391304347827,1.4,1.5,830.0
Fluitenberg kern,Hoogeveen,Buurt,1185200,7931,145,2.7,487.0,258.0,99.0,86.0,11.0,3.0,17.0,3420.0,1730.0,1.967741935483871,0.759493670886076,0.20689655172413793,1.6,2.4,71.0
Verspreide huizen Fluitenberg,Hoogeveen,Buurt,1185201,7931,35,3.0,14.0,,100.0,84.0,0.0,16.0,8.0,4940.0,2540.0,1.8888888888888888,0.9090909090909091,0.7142857142857143,,3.5,41.0
Elim Kern,Hoogeveen,Buurt,1185300,7916,685,2.4,2374.0,169.0,91.0,63.0,31.0,5.0,14.0,3160.0,1580.0,1.5593220338983051,0.7975460122699386,0.15328467153284672,1.3,0.3,261.0
Verspreide huizen Elim-Noord,Hoogeveen,Buurt,1185301,7916,65,2.5,30.0,306.0,95.0,92.0,0.0,8.0,20.0,3870.0,2020.0,1.9285714285714286,0.6060606060606061,0.3076923076923077,1.7,1.6,101.0
Verspreide huizen Elim-Zuid,Hoogeveen,Buurt,1185302,7916,225,2.5,84.0,268.0,95.0,91.0,0.0,8.0,5.0,3940.0,1930.0,1.8333333333333333,0.8620689655172413,0.3333333333333333,1.8,1.3,116.0
Hollandscheveld kern,Hoogeveen,Buurt,1185400,7913,1445,2.4,2323.0,187.0,87.0,66.0,29.0,5.0,19.0,2930.0,1450.0,1.6628352490421456,0.7832167832167832,0.15916955017301038,1.3,0.5,474.0
Verspreide huizen Hollandscheveld-West,Hoogeveen,Buurt,1185401,7913,105,2.5,26.0,283.0,88.0,86.0,0.0,14.0,15.0,4410.0,1990.0,1.6666666666666667,0.7142857142857143,0.5238095238095238,1.5,1.7,61.0
Verspreide huizen Hollandscheveld-Oost,Hoogeveen,Buurt,1185402,7913,265,2.3,65.0,274.0,79.0,84.0,2.0,14.0,13.0,3510.0,1770.0,1.82,0.8064516129032258,0.2830188679245283,1.2,1.8,142.0
Noordscheschut kern,Hoogeveen,Buurt,1185500,7914,620,2.5,2108.0,195.0,91.0,75.0,14.0,11.0,13.0,2940.0,1480.0,1.7166666666666666,0.8333333333333334,0.1532258064516129,1.3,0.4,354.0
Verspreide huizen Noordscheschut,Hoogeveen,Buurt,1185501,7914,195,2.7,135.0,274.0,93.0,94.0,0.0,6.0,12.0,4050.0,1980.0,1.8974358974358974,0.7619047619047619,0.28205128205128205,1.1,1.2,340.0
Nieuwlande kern,Hoogeveen,Buurt,1185600,7918,525,2.4,609.0,202.0,98.0,83.0,13.0,3.0,14.0,3210.0,1710.0,1.84,0.7722007722007722,0.18095238095238095,1.5,0.9,129.0
Verspreide huizen Nieuwlande,Hoogeveen,Buurt,1185601,7918,25,2.5,13.0,,93.0,93.0,0.0,7.0,17.0,4450.0,1980.0,1.8,1.4285714285714286,0.4,,2.0,66.0
Nieuweroord kern,Hoogeveen,Buurt,1185700,7912,200,2.7,839.0,212.0,97.0,85.0,12.0,3.0,14.0,3440.0,1590.0,1.7619047619047619,0.7476635514018691,0.275,1.5,0.6,73.0
Verspreide huizen Nieuweroord,Hoogeveen,Buurt,1185701,7911,155,2.7,64.0,270.0,85.0,78.0,1.0,10.0,25.0,4110.0,1940.0,2.09375,0.6976744186046512,0.3548387096774194,1.2,1.3,62.0
Tiendeveen kern,Hoogeveen,Buurt,1185800,7936,150,2.4,956.0,191.0,99.0,64.0,35.0,1.0,5.0,3110.0,1530.0,1.6785714285714286,0.8108108108108109,0.2,1.3,0.4,62.0
Verspreide huizen Tiendeveen,Hoogeveen,Buurt,1185801,7936,105,2.4,34.0,301.0,98.0,82.0,0.0,18.0,23.0,3590.0,1630.0,1.9523809523809523,0.7692307692307693,0.5238095238095238,2.0,1.7,34.0
Stuifzand kern,Hoogeveen,Buurt,1185900,7934,125,2.5,900.0,209.0,100.0,89.0,7.0,4.0,3.0,3090.0,1650.0,1.7826086956521738,0.9523809523809523,0.16,1.5,0.2,58.0
Verspreide huizen Stuifzand,Hoogeveen,Buurt,1185901,7934,120,2.5,43.0,273.0,87.0,78.0,0.0,21.0,21.0,3770.0,1980.0,1.8888888888888888,0.9523809523809523,0.3333333333333333,1.7,1.7,49.0
Pesse kern,Hoogeveen,Buurt,1186000,7933,475,2.2,1295.0,200.0,92.0,70.0,27.0,4.0,14.0,2820.0,1460.0,1.8518518518518519,0.8571428571428571,0.14736842105263157,1.3,0.4,174.0
Verspreide huizen Pesse-Oost,Hoogeveen,Buurt,1186001,7933,185,2.5,40.0,328.0,97.0,78.0,0.0,22.0,6.0,3130.0,1680.0,1.972972972972973,0.8602150537634409,0.4594594594594595,1.2,2.4,46.0
Verspreide huizen Pesse-West,Hoogeveen,Buurt,1186002,7933,30,2.7,16.0,,100.0,85.0,0.0,15.0,6.0,3830.0,2340.0,,1.1764705882352942,0.8333333333333334,,2.2,37.0
Verspreide huizen Pesse-Zuid,Hoogeveen,Buurt,1186003,7931,95,2.5,74.0,293.0,97.0,89.0,0.0,10.0,4.0,3460.0,1910.0,2.0714285714285716,0.8695652173913043,0.3684210526315789,1.7,1.4,56.0
Zuideropgaande Nieuw Moscou,Hoogeveen,Buurt,1186100,7913,220,2.7,299.0,251.0,89.0,86.0,4.0,9.0,16.0,4110.0,1990.0,1.7391304347826086,0.8333333333333334,0.3409090909090909,1.8,1.2,105.0
Industriegebied Toldijk,Hoogeveen,Buurt,1186201,7901,10,1.9,34.0,,,,,,,,,,0.0,1.5,,1.1,378.0
Industriegebied Noord A,Hoogeveen,Buurt,1186202,7903,40,2.4,59.0,,67.0,58.0,0.0,42.0,9.0,4690.0,2170.0,1.7777777777777777,1.0,6.375,,1.4,533.0
Industriegebied Noord B,Hoogeveen,Buurt,1186203,7903,50,2.7,68.0,,76.0,78.0,0.0,22.0,27.0,4890.0,1880.0,1.7,0.7142857142857143,5.4,,1.3,423.0
Industriegebied Buitenvaart,Hoogeveen,Buurt,1186204,7905,90,2.9,146.0,321.0,95.0,94.0,0.0,6.0,58.0,4820.0,2070.0,1.8181818181818181,0.7692307692307693,1.6666666666666667,,2.4,392.0
Verspreide huizen Alteveer,Hoogeveen,Buurt,1186205,7907,60,2.8,31.0,306.0,100.0,92.0,0.0,8.0,10.0,3960.0,2080.0,1.8461538461538463,0.5882352941176471,0.5833333333333334,1.5,2.0,190.0
Verspreide huizen Nijstad,Hoogeveen,Buurt,1186206,7909,20,2.6,17.0,,,,,,,2940.0,1750.0,,0.0,0.75,,1.6,143.0
Historisch Centrum,Meppel,Buurt,1190000,7941,1325,1.6,5978.0,164.0,39.0,43.0,28.0,30.0,26.0,2140.0,970.0,2.1341463414634148,0.8695652173913043,0.2830188679245283,0.8,0.5,2008.0
Indische buurt,Meppel,Buurt,1190001,7941,635,2.0,6147.0,181.0,85.0,67.0,23.0,10.0,16.0,2250.0,1240.0,1.9898989898989898,0.8,0.15748031496062992,0.9,0.3,2020.0
Koninginnebuurt,Meppel,Buurt,1190002,7941,1340,1.8,4270.0,218.0,52.0,58.0,22.0,20.0,7.0,2440.0,1310.0,2.0802139037433154,0.8433734939759037,0.20522388059701493,0.9,0.4,1977.0
Galgenkamp,Meppel,Buurt,1190100,7942,195,2.0,4631.0,148.0,99.0,40.0,54.0,5.0,1.0,2220.0,1150.0,,0.7894736842105263,0.10256410256410256,1.0,0.9,1322.0
Oude Vaart,Meppel,Buurt,1190101,7942,15,1.6,138.0,,,,,,,,,,0.0,2.0,,1.0,1547.0
Heinsiusbuurt,Meppel,Buurt,1190200,7942,665,1.8,5257.0,125.0,43.0,17.0,80.0,3.0,7.0,1880.0,930.0,1.7032967032967032,0.8368200836820083,0.045112781954887216,0.8,0.5,1513.0
Staatsliedenbuurt,Meppel,Buurt,1190201,7942,740,2.0,4753.0,138.0,54.0,31.0,67.0,2.0,14.0,2120.0,1010.0,1.7758620689655173,0.7868852459016393,0.06756756756756757,0.8,0.5,1373.0
Zeeheldenbuurt,Meppel,Buurt,1190202,7942,725,1.8,5889.0,146.0,91.0,33.0,63.0,4.0,10.0,2090.0,1110.0,1.8823529411764706,0.8270676691729323,0.06896551724137931,0.8,0.4,1826.0
Hesselingen,Meppel,Buurt,1190300,7944,805,2.3,3571.0,170.0,84.0,49.0,36.0,15.0,0.0,2470.0,1200.0,1.8111888111888113,0.7575757575757576,0.11180124223602485,1.0,0.8,1444.0
Koeberg,Meppel,Buurt,1190301,7944,925,1.6,5597.0,131.0,23.0,8.0,91.0,1.0,19.0,1850.0,980.0,1.7864077669902914,0.8108108108108109,0.05405405405405406,0.6,0.7,1630.0
Reestlanden,Meppel,Buurt,1190302,7944,185,1.7,598.0,248.0,35.0,44.0,0.0,56.0,2.0,3000.0,1280.0,1.9666666666666666,0.8108108108108109,0.2702702702702703,1.1,1.1,1226.0
Schildersbuurt,Meppel,Buurt,1190303,7944,1005,2.4,5595.0,193.0,100.0,82.0,16.0,2.0,3.0,2910.0,1340.0,1.9101123595505618,0.7786885245901639,0.1044776119402985,1.1,1.3,1335.0
Plantenbuurt,Meppel,Buurt,1190400,7944,630,3.3,4893.0,322.0,99.0,90.0,6.0,4.0,100.0,3420.0,1330.0,2.2447552447552446,0.6746987951807228,0.1984126984126984,1.4,1.9,747.0
Scheepsbuurt,Meppel,Buurt,1190401,7944,510,3.2,5194.0,298.0,100.0,88.0,1.0,12.0,100.0,3070.0,1150.0,2.3728813559322033,0.672782874617737,0.16666666666666666,1.3,2.4,812.0
Bloemenbuurt,Meppel,Buurt,1190500,7943,365,1.9,5038.0,139.0,75.0,48.0,47.0,5.0,7.0,2500.0,1140.0,1.7307692307692308,0.8823529411764706,0.0684931506849315,0.8,2.0,1452.0
"Onderwijs-, sportpark",Meppel,Buurt,1190501,7943,1,,,,,,,,,,,,,5.0,,,1228.0
Veldenbuurt,Meppel,Buurt,1190600,7943,940,2.3,3895.0,213.0,97.0,80.0,18.0,2.0,0.0,2720.0,1200.0,2.0710059171597632,0.8275862068965517,0.10638297872340426,1.2,0.7,962.0
Vlinderbuurt,Meppel,Buurt,1190601,7943,575,2.7,3773.0,257.0,88.0,78.0,10.0,12.0,11.0,3100.0,1330.0,2.0671641791044775,0.718562874251497,0.19130434782608696,1.3,2.0,611.0
Vogelbuurt,Meppel,Buurt,1190602,7943,380,2.6,2721.0,263.0,97.0,86.0,5.0,8.0,2.0,3180.0,1360.0,2.1772151898734178,0.7920792079207921,0.15789473684210525,1.4,1.5,808.0
Verzetsbuurt,Meppel,Buurt,1190603,7943,1065,2.2,3215.0,200.0,71.0,57.0,38.0,5.0,19.0,2480.0,1210.0,2.0698924731182795,0.7867494824016563,0.107981220657277,1.1,0.6,919.0
Drukkersbuurt,Meppel,Buurt,1190700,7942,225,2.4,1800.0,200.0,83.0,65.0,0.0,35.0,100.0,2460.0,,2.2448979591836733,0.7339449541284404,0.06666666666666667,1.1,2.8,329.0
Nieuwveenselanden,Meppel,Buurt,1190701,7942,120,2.5,165.0,184.0,100.0,96.0,1.0,3.0,2.0,3130.0,1440.0,1.8695652173913044,0.6666666666666666,0.16666666666666666,1.4,2.7,639.0
Blankenstein,Meppel,Buurt,1190800,7943,25,2.1,127.0,,100.0,100.0,0.0,0.0,0.0,3660.0,1630.0,2.0,0.0,3.6,,0.7,1537.0
Industrieterrein Noord I,Meppel,Buurt,1190900,7942,5,1.5,,,,,,,,,,,0.0,19.0,,,716.0
Industrieterrein Noord II,Meppel,Buurt,1190901,7942,20,2.2,93.0,,,,,,,,,,0.0,2.5,,2.4,431.0
Industrie Oevers A,Meppel,Buurt,1191000,7944,1,1.0,,,,,,,,,,,,45.0,,,1503.0
Industrie Oevers B,Meppel,Buurt,1191001,7944,5,1.8,,,,,,,,,,,0.0,8.0,,,656.0
Industrie Oevers C,Meppel,Buurt,1191002,7942,25,1.8,112.0,,,,,,,2410.0,1460.0,2.0,0.0,2.4,,1.4,1259.0
Industrie Oevers D,Meppel,Buurt,1191003,7942,5,2.8,32.0,,,,,,,,,,0.0,7.0,,2.6,483.0
Industrie Oevers E,Meppel,Buurt,1191004,7942,15,3.1,127.0,,,,,,,3500.0,2340.0,,0.0,1.3333333333333333,,1.6,761.0
Verspreid gebied Meppel Noord,Meppel,Buurt,1191100,7942,25,3.0,14.0,,100.0,92.0,0.0,8.0,4.0,4770.0,2090.0,2.5,1.25,0.6,,3.1,344.0
Verspreid gebied Meppel Oost,Meppel,Buurt,1191101,7943,15,2.4,27.0,,,,,,,4170.0,2600.0,,0.0,0.6666666666666666,,2.1,269.0
Verspreid gebied Meppel Zuid,Meppel,Buurt,1191102,7943,5,2.5,12.0,,,,,,,,,,0.0,0.0,,1.2,336.0
Nijeveen Oost,Meppel,Buurt,1191200,7948,55,2.6,337.0,,93.0,93.0,0.0,7.0,4.0,4070.0,2300.0,2.3636363636363638,0.7142857142857143,0.45454545454545453,1.5,1.5,124.0
Griftebuurt,Meppel,Buurt,1191201,7948,435,2.3,3067.0,205.0,98.0,76.0,21.0,3.0,4.0,2850.0,1480.0,1.7866666666666666,0.7960199004975125,0.11494252873563218,1.2,0.3,373.0
Vogelbuurt,Meppel,Buurt,1191202,7948,390,2.2,3582.0,209.0,89.0,69.0,26.0,5.0,5.0,2850.0,1470.0,2.0303030303030303,0.8,0.10256410256410256,1.2,0.3,378.0
Danninge Erve,Meppel,Buurt,1191203,7948,290,2.9,1797.0,285.0,97.0,87.0,6.0,8.0,89.0,3430.0,1410.0,2.1076923076923078,0.7100591715976331,0.13793103448275862,1.5,0.9,353.0
Spijkerserve,Meppel,Buurt,1191204,7948,25,2.9,673.0,,79.0,92.0,0.0,8.0,58.0,5160.0,2830.0,1.6,1.4285714285714286,1.2,,0.7,372.0
Tussenboerslanden,Meppel,Buurt,1191205,7948,55,2.0,571.0,,100.0,83.0,0.0,17.0,76.0,2950.0,1240.0,1.875,0.9090909090909091,0.18181818181818182,1.4,1.5,116.0
Kolderveen,Meppel,Buurt,1191206,7948,90,2.6,267.0,316.0,87.0,85.0,0.0,15.0,1.0,3500.0,2170.0,1.894736842105263,0.851063829787234,0.3888888888888889,1.5,1.2,120.0
Kolderveense Bovenboer,Meppel,Buurt,1191207,7948,45,2.6,177.0,,100.0,96.0,0.0,4.0,4.0,3710.0,2130.0,2.0,0.8,0.6666666666666666,,2.8,28.0
Nijeveense Bovenboer,Meppel,Buurt,1191208,7948,45,3.1,179.0,,91.0,85.0,0.0,15.0,11.0,4940.0,2480.0,2.090909090909091,0.7407407407407407,0.5555555555555556,,2.7,44.0
Verspreid gebied Nijeveen,Meppel,Buurt,1191209,7948,70,2.4,8.0,,90.0,74.0,0.0,26.0,7.0,3320.0,2350.0,1.75,1.1764705882352942,0.5714285714285714,1.7,2.9,33.0
Rogat,Meppel,Buurt,1191300,7949,50,2.4,91.0,,93.0,85.0,0.0,13.0,13.0,4050.0,1820.0,2.1,0.8,1.4,2.1,3.4,36.0
Broekhuizen,Meppel,Buurt,1191301,7965,40,2.7,26.0,,95.0,77.0,3.0,21.0,8.0,4430.0,3030.0,2.2,0.8333333333333334,0.5,,3.3,33.0
De Schiphorst,Meppel,Buurt,1191302,7966,30,2.4,21.0,,86.0,54.0,0.0,46.0,6.0,3690.0,2720.0,2.0,1.3333333333333333,0.8333333333333334,,2.9,37.0
Beilen,Midden-Drenthe,Buurt,17310000,9411,4215,2.2,1697.0,202.0,82.0,60.0,33.0,6.0,19.0,2680.0,1380.0,1.9739507959479017,0.8008429926238145,0.1435349940688019,1.1,0.7,802.0
Lieving Makkum,Midden-Drenthe,Buurt,17310001,9411,80,2.7,628.0,264.0,100.0,91.0,0.0,9.0,5.0,3830.0,1980.0,1.8235294117647058,0.8695652173913043,0.1875,1.3,1.6,201.0
Holthe,Midden-Drenthe,Buurt,17310002,9411,50,2.5,278.0,350.0,100.0,100.0,0.0,0.0,10.0,3940.0,2550.0,1.9166666666666667,0.7142857142857143,0.4,1.4,3.1,30.0
Brunsting,Midden-Drenthe,Buurt,17310003,9411,25,3.1,285.0,,100.0,97.0,0.0,3.0,3.0,4530.0,2670.0,2.0,1.0526315789473684,0.4,,1.7,30.0
Verspreide huizen Beilen,Midden-Drenthe,Buurt,17310009,9411,470,2.7,30.0,273.0,96.0,88.0,0.0,12.0,39.0,3620.0,1940.0,2.0833333333333335,0.7751937984496124,0.5212765957446809,1.5,2.5,182.0
Hijken,Midden-Drenthe,Buurt,17310100,9415,270,2.5,718.0,228.0,97.0,83.0,11.0,6.0,12.0,3390.0,1810.0,1.8518518518518519,0.8759124087591241,0.2222222222222222,1.4,0.4,87.0
Oranje,Midden-Drenthe,Buurt,17310101,9416,45,2.2,466.0,,92.0,73.0,19.0,8.0,0.0,3220.0,1630.0,1.7777777777777777,0.9090909090909091,0.2222222222222222,,4.0,100.0
Verspreide huizen Hijken,Midden-Drenthe,Buurt,17310109,9416,90,2.7,9.0,282.0,98.0,86.0,0.0,13.0,9.0,4420.0,2290.0,1.9473684210526316,0.8,0.6111111111111112,1.8,2.1,82.0
Hooghalen,Midden-Drenthe,Buurt,17310200,9414,370,2.2,1357.0,204.0,93.0,77.0,15.0,7.0,3.0,2950.0,1630.0,2.046875,0.8484848484848485,0.16216216216216217,1.2,0.5,176.0
Laaghalen,Midden-Drenthe,Buurt,17310201,9414,40,2.6,212.0,,94.0,86.0,0.0,14.0,6.0,4250.0,2280.0,1.8333333333333333,0.9523809523809523,0.25,,1.5,103.0
Verspreide huizen Hooghalen,Midden-Drenthe,Buurt,17310209,9414,205,2.2,20.0,288.0,91.0,82.0,1.0,17.0,9.0,4010.0,2290.0,2.0789473684210527,0.8247422680412371,0.3902439024390244,1.5,2.5,95.0
Wijster,Midden-Drenthe,Buurt,17310300,9418,300,2.5,681.0,207.0,99.0,80.0,15.0,5.0,12.0,3430.0,1770.0,1.9322033898305084,0.7894736842105263,0.23333333333333334,1.3,0.4,101.0
Verspreide huizen Wijster,Midden-Drenthe,Buurt,17310309,9418,135,2.3,13.0,263.0,97.0,90.0,0.0,10.0,4.0,3540.0,2300.0,2.0384615384615383,0.9523809523809523,0.4444444444444444,1.5,2.0,25.0
Spier,Midden-Drenthe,Buurt,17310400,9417,70,2.5,367.0,253.0,99.0,94.0,0.0,6.0,1.0,3980.0,1890.0,1.7857142857142858,0.5714285714285714,0.2857142857142857,1.1,3.5,57.0
Verspreide huizen Spier,Midden-Drenthe,Buurt,17310409,9417,95,1.8,32.0,,87.0,77.0,0.0,23.0,3.0,4340.0,2390.0,1.9375,1.0810810810810811,0.3157894736842105,1.5,3.0,54.0
Drijber,Midden-Drenthe,Buurt,17310500,9419,40,2.7,472.0,,100.0,84.0,14.0,2.0,16.0,3530.0,1980.0,2.0,0.8333333333333334,0.375,,0.7,20.0
Verspreide huizen Drijber,Midden-Drenthe,Buurt,17310509,9419,165,2.2,28.0,266.0,96.0,82.0,0.0,18.0,12.0,4000.0,2030.0,1.9310344827586208,0.8108108108108109,0.2727272727272727,1.4,2.1,28.0
Smilde-Centrum,Midden-Drenthe,Buurt,17310600,9422,1650,2.2,1676.0,173.0,81.0,60.0,32.0,7.0,13.0,2520.0,1370.0,1.8917910447761195,0.8032128514056225,0.11515151515151516,1.2,0.6,505.0
Smilde-Noord,Midden-Drenthe,Buurt,17310601,9422,100,2.8,547.0,246.0,99.0,93.0,0.0,7.0,4.0,3780.0,1870.0,1.9130434782608696,0.6896551724137931,0.35,1.8,1.5,232.0
Smilde-Zuid,Midden-Drenthe,Buurt,17310602,9422,140,2.3,468.0,221.0,99.0,80.0,13.0,7.0,4.0,3220.0,1800.0,1.7307692307692308,0.9090909090909091,0.2857142857142857,1.5,1.7,73.0
Verspreide huizen Smilde,Midden-Drenthe,Buurt,17310609,9422,65,2.8,10.0,292.0,97.0,90.0,0.0,10.0,17.0,4350.0,1990.0,1.8571428571428572,1.0810810810810811,0.8461538461538461,1.5,2.6,84.0
Bovensmilde-Centrum,Midden-Drenthe,Buurt,17310700,9421,1245,2.3,2448.0,175.0,94.0,70.0,27.0,3.0,10.0,2710.0,1500.0,1.9634703196347032,0.8112874779541446,0.10441767068273092,1.2,0.7,411.0
Bovensmilde-Noord,Midden-Drenthe,Buurt,17310701,9421,65,2.7,357.0,253.0,99.0,94.0,0.0,6.0,6.0,3560.0,1820.0,2.0,0.5555555555555556,0.3076923076923077,1.8,2.0,154.0
Bovensmilde-Zuid,Midden-Drenthe,Buurt,17310702,9421,70,2.6,394.0,235.0,100.0,97.0,0.0,3.0,7.0,3230.0,1820.0,1.9333333333333333,1.0810810810810811,0.2857142857142857,1.4,1.4,134.0
Verspreide huizen Bovensmilde,Midden-Drenthe,Buurt,17310709,9421,85,2.6,17.0,299.0,100.0,92.0,0.0,8.0,23.0,3990.0,1850.0,1.9444444444444444,0.851063829787234,0.5882352941176471,1.7,2.5,52.0
Hoogersmilde-Centrum,Midden-Drenthe,Buurt,17310800,9423,395,2.2,1093.0,169.0,93.0,60.0,34.0,6.0,20.0,2620.0,1450.0,1.835820895522388,0.8092485549132948,0.13924050632911392,1.2,0.4,176.0
Hoogersmilde-Noord,Midden-Drenthe,Buurt,17310801,9422,155,2.6,332.0,228.0,96.0,92.0,0.0,8.0,10.0,4170.0,1870.0,1.6363636363636365,0.7317073170731707,0.5483870967741935,1.9,2.4,50.0
Hoogersmilde-Zuid,Midden-Drenthe,Buurt,17310802,9423,45,2.6,251.0,,92.0,82.0,0.0,18.0,2.0,3610.0,2010.0,1.9,0.8,0.4444444444444444,,1.5,67.0
Verspreide huizen Hoogersmilde,Midden-Drenthe,Buurt,17310809,9423,120,2.0,15.0,288.0,100.0,90.0,0.0,10.0,11.0,3920.0,1800.0,2.0,0.7843137254901961,0.375,1.5,2.2,110.0
Westerbork,Midden-Drenthe,Buurt,17310900,9431,2065,2.1,1432.0,226.0,89.0,68.0,27.0,5.0,14.0,2800.0,1570.0,2.085626911314985,0.8463251670378619,0.15012106537530268,1.3,0.9,416.0
Eursinge,Midden-Drenthe,Buurt,17310901,9434,20,2.9,255.0,,91.0,83.0,0.0,17.0,0.0,4400.0,3070.0,2.2,1.4285714285714286,0.5,,2.4,83.0
Verspreide huizen Westerbork,Midden-Drenthe,Buurt,17310909,9431,70,2.3,13.0,,98.0,85.0,0.0,12.0,17.0,4060.0,2590.0,2.0,0.6060606060606061,0.5,1.0,2.3,76.0
Elp,Midden-Drenthe,Buurt,17311000,9442,140,2.3,433.0,278.0,98.0,89.0,7.0,4.0,2.0,3470.0,2070.0,2.08,0.9090909090909091,0.32142857142857145,1.6,4.6,49.0
Zuidveld,Midden-Drenthe,Buurt,17311001,9432,30,2.4,140.0,,100.0,96.0,0.0,4.0,0.0,3600.0,2490.0,2.0,1.3333333333333333,0.5,,2.8,33.0
Verspreide huizen Elp,Midden-Drenthe,Buurt,17311009,9442,15,2.0,2.0,,,,,,,3650.0,2270.0,,0.0,0.6666666666666666,,5.3,21.0
Witteveen,Midden-Drenthe,Buurt,17311100,9439,170,2.3,389.0,200.0,91.0,74.0,13.0,12.0,9.0,3320.0,1700.0,2.064516129032258,0.7407407407407407,0.23529411764705882,1.5,4.3,56.0
Verspreide huizen Witteveen,Midden-Drenthe,Buurt,17311109,9439,65,2.3,11.0,,89.0,89.0,0.0,9.0,11.0,4530.0,3150.0,2.0,0.6451612903225806,0.7692307692307693,1.7,4.5,76.0
Nieuw-Balinge,Midden-Drenthe,Buurt,17311200,7938,335,2.4,678.0,185.0,97.0,75.0,20.0,5.0,9.0,2970.0,1540.0,1.8571428571428572,0.7547169811320755,0.16417910447761194,1.4,0.4,122.0
Verspreide huizen Nieuw-Balinge,Midden-Drenthe,Buurt,17311209,7938,50,2.4,12.0,,100.0,87.0,0.0,13.0,7.0,4720.0,2050.0,2.0,0.7692307692307693,0.5,1.1,1.5,60.0
Verspreide huizen Nieuweroord,Midden-Drenthe,Buurt,17311309,7910,40,2.9,21.0,,95.0,84.0,0.0,16.0,5.0,3680.0,2080.0,1.875,0.8,0.5,,2.1,15.0
Zwiggelte,Midden-Drenthe,Buurt,17311400,9433,95,2.2,373.0,289.0,97.0,83.0,9.0,7.0,9.0,3650.0,1980.0,2.3684210526315788,0.9302325581395349,0.3157894736842105,1.8,3.2,35.0
Verspreide huizen Zwiggelte,Midden-Drenthe,Buurt,17311409,9433,90,2.4,10.0,,97.0,82.0,0.0,18.0,12.0,4380.0,2620.0,2.1578947368421053,0.851063829787234,0.5,1.3,4.8,40.0
Orvelte,Midden-Drenthe,Buurt,17311500,9441,40,2.0,280.0,,87.0,44.0,18.0,38.0,2.0,3350.0,2290.0,2.4285714285714284,1.25,0.75,,4.6,72.0
Verspreide huizen Orvelte,Midden-Drenthe,Buurt,17311509,9441,60,2.4,8.0,,97.0,90.0,0.0,10.0,7.0,3970.0,2490.0,2.272727272727273,0.6666666666666666,0.5,1.5,4.4,12.0
Garminge,Midden-Drenthe,Buurt,17311600,9438,35,2.7,382.0,,94.0,97.0,0.0,3.0,9.0,3560.0,2810.0,2.375,1.0,0.42857142857142855,,1.2,17.0
Balinge,Midden-Drenthe,Buurt,17311601,9437,35,2.5,388.0,,100.0,100.0,0.0,0.0,3.0,3200.0,1600.0,2.111111111111111,1.1111111111111112,0.42857142857142855,,0.3,18.0
Mantinge,Midden-Drenthe,Buurt,17311602,9436,75,2.7,349.0,263.0,100.0,92.0,5.0,3.0,4.0,4150.0,2120.0,1.9333333333333333,1.0,0.3333333333333333,1.4,1.6,24.0
Verspreide huizen de Broekstreek,Midden-Drenthe,Buurt,17311609,9436,65,2.6,8.0,,97.0,92.0,0.0,8.0,6.0,3800.0,2490.0,2.076923076923077,0.5882352941176471,0.6923076923076923,1.6,3.2,9.0
Roden,Noordenveld,Buurt,16990000,9301,3465,2.0,2142.0,200.0,74.0,59.0,31.0,9.0,11.0,2450.0,1470.0,1.9372294372294372,0.8123249299719888,0.14285714285714285,1.1,0.5,1164.0
