WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;MeestVoorkomendePostcode_113;HuishoudensTotaal_28;GemiddeldeHuishoudensgrootte_32;Bevolkingsdichtheid_33;GemiddeldeWOZWaardeVanWoningen_35;PercentageEengezinswoning_36;Koopwoningen_40;InBezitWoningcorporatie_42;InBezitOverigeVerhuurders_43;BouwjaarVanaf2000_46;GemiddeldAardgasverbruikTotaal_55;Gemiddeld_opleidingsniveau;Percent_inkomensontvangers;Bedrijfsvestigingen_per_huishuidens;PersonenautoSPerHuishouden_102;AfstandTotSchool_108;Omgevingsadressendichtheid_116
Poortugaal-Centrum;Albrandswaard;Buurt;6130310;3171;450;2,1;4561,0;228,0;66,0;39,0;58,0;3,0;26,0;;2,029850746268657;;0,18888888888888888;1,0;0,5;1233,0
Poortugaal Zuid;Albrandswaard;Buurt;6130311;3171;965;2,4;7262,0;287,0;89,0;67,0;29,0;4,0;19,0;;1,9358288770053476;;0,11917098445595854;1,2;0,7;935,0
Polder Albrandswaard;Albrandswaard;Buurt;6130312;3172;265;1,4;333,0;;97,0;76,0;3,0;21,0;8,0;;1,6984126984126984;;0,09433962264150944;0,4;1,6;745,0
Kijvelanden;Albrandswaard;Buurt;6130313;3171;25;2,6;54,0;540,0;100,0;100,0;0,0;0,0;39,0;;1,8;;0,6;;0,5;724,0
Rhoon-Centrum;Albrandswaard;Buurt;6130414;3161;710;2,1;4527,0;308,0;75,0;84,0;4,0;8,0;11,0;;2,1454545454545455;;0,2746478873239437;1,3;0,4;1197,0
Ghijseland;Albrandswaard;Buurt;6130415;3161;560;2,3;4343,0;340,0;84,0;65,0;33,0;2,0;7,0;;2,1704545454545454;;0,16071428571428573;1,1;1,1;1008,0
Overhoeken;Albrandswaard;Buurt;6130416;3161;45;2,5;264,0;647,0;77,0;91,0;0,0;9,0;42,0;;2,3636363636363638;;3,5555555555555554;;1,8;545,0
Park Rhoon;Albrandswaard;Buurt;6130417;3161;440;1,9;3756,0;235,0;79,0;47,0;46,0;7,0;8,0;;2,1147540983606556;;0,125;0,8;0,5;1079,0
Rhoon-Zuidoost;Albrandswaard;Buurt;6130418;3161;515;2,5;3646,0;329,0;65,0;71,0;25,0;5,0;98,0;;2,2526315789473683;;0,17475728155339806;1,1;1,7;770,0
Tijsjesdijk;Albrandswaard;Buurt;6130419;3161;560;2,1;4781,0;246,0;80,0;74,0;23,0;3,0;9,0;;2,087912087912088;;0,16071428571428573;1,1;0,5;941,0
Buitengebied Rhoon-Zuid;Albrandswaard;Buurt;6130420;3161;55;2,5;288,0;560,0;100,0;100,0;0,0;0,0;7,0;;2,0;;0,36363636363636365;2,5;2,2;250,0
Portland-Koedoodzone;Albrandswaard;Buurt;6130521;3162;5;2,6;15,0;;;;;;;;;;11,0;;2,4;1105,0
Buitengebied;Albrandswaard;Buurt;6130522;3161;95;2,5;27,0;553,0;96,0;79,0;0,0;21,0;26,0;;;;0,5263157894736842;1,9;2,4;451,0
Driehoek;Albrandswaard;Buurt;6130623;3162;765;3,0;8415,0;342,0;89,0;72,0;27,0;0,0;100,0;;2,08125;;0,19607843137254902;1,0;0,5;964,0
Portland-Centrum;Albrandswaard;Buurt;6130624;3162;560;2,9;8164,0;324,0;81,0;80,0;16,0;4,0;94,0;;2,1735537190082646;;0,20535714285714285;1,4;0,6;977,0
Wijkpark Portland;Albrandswaard;Buurt;6130625;3162;40;3,0;860,0;688,0;100,0;98,0;0,0;2,0;90,0;;1,9;;0,25;;1,3;1314,0
De Eilanden;Albrandswaard;Buurt;6130626;3162;1335;2,6;10260,0;331,0;64,0;76,0;22,0;2,0;100,0;;2,0583657587548636;;0,1760299625468165;1,2;1,1;1262,0
Distripark;Albrandswaard;Buurt;6130706;3165;1;;;;;;;;;;;;55,0;;;154,0
Kooimeer;Alkmaar;Buurt;3610100;1814;970;2,0;6606,0;168,0;32,0;21,0;61,0;18,0;7,0;;1,7328767123287672;;0,10824742268041238;0,7;0,3;2386,0
Dillenburg en Stadhouderskwartier;Alkmaar;Buurt;3610101;1814;655;1,9;8072,0;219,0;45,0;57,0;36,0;7,0;0,0;;2,0113636363636362;;0,1450381679389313;0,8;0,4;3055,0
Staatsliedenkwartier en Landstraten;Alkmaar;Buurt;3610102;1814;1100;1,9;10220,0;224,0;53,0;48,0;47,0;5,0;5,0;;2,0375;;0,12727272727272726;0,7;0,4;4073,0
Oud-Rochdale;Alkmaar;Buurt;3610103;1814;520;1,6;9915,0;155,0;65,0;14,0;72,0;14,0;0,0;;1,7878787878787878;;0,08653846153846154;0,6;0,5;3634,0
Emmakwartier;Alkmaar;Buurt;3610104;1814;710;2,0;9585,0;;44,0;54,0;17,0;28,0;14,0;;2,2735849056603774;;0,2887323943661972;0,9;0,3;4076,0
Nassaukwartier en Hout;Alkmaar;Buurt;3610105;1815;700;2,2;2584,0;389,0;69,0;79,0;6,0;15,0;6,0;;2,3482142857142856;;0,2714285714285714;0,9;0,4;3954,0
Oranjepark;Alkmaar;Buurt;3610106;1815;600;2,1;2564,0;419,0;70,0;89,0;1,0;10,0;25,0;;2,2842105263157895;;0,25;1,1;0,9;2077,0
Cranenbroek;Alkmaar;Buurt;3610107;1815;245;2,2;2860,0;359,0;60,0;94,0;0,0;6,0;26,0;;2,3333333333333335;;0,16326530612244897;0,8;0,9;2861,0
Bloemwijk en Zocherkwartier;Alkmaar;Buurt;3610108;1815;915;1,8;10162,0;198,0;66,0;53,0;29,0;18,0;5,0;;2,0863309352517985;;0,1912568306010929;0,8;0,5;3359,0
Burgemeesterskwartier;Alkmaar;Buurt;3610109;1814;595;2,5;8740,0;363,0;86,0;95,0;0,0;5,0;24,0;;2,4;;0,2605042016806723;1,0;0,6;2449,0
Rekerbuurt en Ooievaarsnest;Alkmaar;Buurt;3610200;1823;995;2,3;5056,0;298,0;87,0;86,0;9,0;4,0;15,0;;2,15819209039548;;0,19597989949748743;1,4;0,7;3299,0
Oudorp-Noord en Oudorp-Oost;Alkmaar;Buurt;3610201;1829;1025;2,1;1408,0;273,0;68,0;57,0;25,0;18,0;3,0;;2,0943396226415096;;0,17560975609756097;1,2;0,5;1074,0
Oudorp-Centrum;Alkmaar;Buurt;3610202;1829;835;2,3;4282,0;317,0;83,0;79,0;17,0;4,0;3,0;;2,140740740740741;;0,19760479041916168;1,1;0,3;1420,0
Schermereiland en Omval;Alkmaar;Buurt;3610203;1821;885;2,0;1823,0;244,0;59,0;58,0;34,0;9,0;46,0;;1,9784172661870503;;0,4745762711864407;1,0;1,5;2722,0
Oudorperpolder-Zuid;Alkmaar;Buurt;3610204;1823;1060;2,0;8082,0;177,0;12,0;17,0;81,0;2,0;0,0;;1,8433734939759037;;0,10849056603773585;0,6;1,0;2738,0
Oudorperpolder-Midden;Alkmaar;Buurt;3610205;1823;225;2,4;5070,0;276,0;100,0;84,0;15,0;1,0;6,0;;2,1315789473684212;;0,2;1,0;0,8;2825,0
Oudorperpolder-Noord;Alkmaar;Buurt;3610206;1823;560;2,0;6959,0;224,0;77,0;68,0;28,0;5,0;7,0;;2,033333333333333;;0,11607142857142858;0,9;0,5;1930,0
De Nollen;Alkmaar;Buurt;3610208;1822;530;3,0;1945,0;427,0;98,0;92,0;7,0;1,0;81,0;;2,279279279279279;;0,29245283018867924;1,1;1,1;1140,0
Beverkoog;Alkmaar;Buurt;3610209;1822;20;2,1;49,0;326,0;40,0;55,0;0,0;45,0;5,0;;1,6;;20,0;;1,9;850,0
Oud-Overdie;Alkmaar;Buurt;3610300;1813;1380;2,0;10458,0;215,0;63,0;39,0;55,0;7,0;34,0;;1,855072463768116;;0,13043478260869565;0,8;0,4;2892,0
Oosterhout;Alkmaar;Buurt;3610301;1813;550;1,7;1342,0;216,0;22,0;58,0;24,0;18,0;48,0;;;;0,5;0,8;0,3;2259,0
Overdie-Oost;Alkmaar;Buurt;3610302;1813;1350;2,2;10821,0;155,0;27,0;9,0;87,0;3,0;1,0;;1,6088888888888888;;0,07777777777777778;0,7;0,5;2075,0
Overdie-West;Alkmaar;Buurt;3610303;1813;620;2,0;5155,0;200,0;46,0;60,0;20,0;20,0;16,0;;2,010204081632653;;0,1935483870967742;1,0;0,5;2294,0
Boekelermeer-Zuid;Alkmaar;Buurt;3610308;1812;1;2,5;;;;;;;;;;;150,0;;;170,0
Boekelermeer-Noord;Alkmaar;Buurt;3610309;1812;5;1,8;10,0;;;;;;;;;;28,0;;1,6;851,0
De Hoef III en IV;Alkmaar;Buurt;3610400;1816;1895;1,8;4845,0;195,0;36,0;29,0;59,0;11,0;4,0;;1,7936507936507937;;0,08443271767810026;0,7;0,4;1804,0
De Hoef I en II;Alkmaar;Buurt;3610401;1816;1960;1,7;7110,0;199,0;32,0;65,0;20,0;15,0;16,0;;2,091240875912409;;0,1096938775510204;0,8;0,4;2411,0
Bergerwegkwartier;Alkmaar;Buurt;3610402;1816;620;2,3;7275,0;279,0;75,0;69,0;27,0;3,0;10,0;;2,1578947368421053;;0,16129032258064516;0,9;0,7;2420,0
Bergerhof en Blaeustraatkwartier;Alkmaar;Buurt;3610403;1817;735;2,1;2940,0;278,0;94,0;84,0;10,0;5,0;8,0;;2,389705882352941;;0,23809523809523808;0,9;0,5;2141,0
Bergermeer;Alkmaar;Buurt;3610404;1817;895;2,2;4674,0;327,0;85,0;66,0;5,0;29,0;0,0;;2,3496503496503496;;0,17318435754189945;1,0;0,5;1660,0
Landelijk gebied-West;Alkmaar;Buurt;3610409;1817;145;1,5;61,0;540,0;78,0;58,0;0,0;42,0;5,0;;2,0476190476190474;;2,0689655172413794;2,4;1,8;1049,0
Huiswaard-1-Zuid;Alkmaar;Buurt;3610500;1824;1285;2,2;6322,0;225,0;77,0;40,0;56,0;3,0;11,0;;1,935960591133005;;0,13229571984435798;0,8;0,7;2366,0
Muiderwaard;Alkmaar;Buurt;3610501;1824;365;1,6;7855,0;143,0;0,0;0,0;100,0;0,0;0,0;;1,6666666666666667;;0,0273972602739726;0,6;0,8;2038,0
Huiswaard-2-West;Alkmaar;Buurt;3610502;1824;1100;2,1;7947,0;228,0;79,0;84,0;1,0;15,0;0,0;;2,097826086956522;;0,11363636363636363;0,9;0,6;2120,0
Huiswaard-2-Oost;Alkmaar;Buurt;3610503;1824;900;2,0;6703,0;202,0;62,0;62,0;27,0;11,0;16,0;;2,0215827338129495;;0,11666666666666667;0,8;1,2;2021,0
't Rak-Zuid;Alkmaar;Buurt;3610600;1825;1700;2,2;6085,0;216,0;85,0;77,0;11,0;11,0;0,0;;2,023728813559322;;0,12352941176470589;1,0;0,5;1911,0
't Rak-Noord;Alkmaar;Buurt;3610601;1825;1430;2,1;5961,0;194,0;79,0;65,0;30,0;5,0;0,0;;1,950207468879668;;0,10139860139860139;0,9;0,4;2087,0
De Horn-Noord;Alkmaar;Buurt;3610602;1826;1460;2,1;6417,0;206,0;77,0;70,0;23,0;7,0;0,0;;1,967479674796748;;0,09931506849315068;0,9;0,4;2339,0
De Horn-Zuid;Alkmaar;Buurt;3610603;1826;1580;2,1;5879,0;205,0;83,0;70,0;25,0;5,0;0,0;;1,9803149606299213;;0,10759493670886076;0,9;0,4;2514,0
De Mare;Alkmaar;Buurt;3610604;1825;1410;1,7;4353,0;154,0;29,0;23,0;68,0;10,0;4,0;;1,87292817679558;;0,1276595744680851;0,6;0,6;2302,0
Daalmeer-Zuidoost;Alkmaar;Buurt;3610700;1827;1180;2,3;6414,0;239,0;85,0;75,0;22,0;3,0;3,0;;1,940909090909091;;0,11864406779661017;1,1;0,7;2091,0
Daalmeer-Zuidwest;Alkmaar;Buurt;3610701;1827;1455;1,9;6956,0;191,0;78,0;40,0;57,0;3,0;0,0;;1,905829596412556;;0,08247422680412371;0,8;0,5;2333,0
Koedijk en De Weijdt;Alkmaar;Buurt;3610702;1831;1085;2,2;3938,0;244,0;84,0;61,0;38,0;1,0;8,0;;2,015957446808511;;0,14746543778801843;1,1;0,6;1204,0
Daalmeer-Noordwest;Alkmaar;Buurt;3610703;1827;1070;2,3;9121,0;232,0;81,0;63,0;24,0;13,0;0,0;;;;0,10747663551401869;1,1;0,6;1723,0
Daalmeer-Noordoost;Alkmaar;Buurt;3610704;1827;1015;2,5;6391,0;245,0;90,0;78,0;12,0;10,0;0,0;;2,015463917525773;;0,13793103448275862;1,2;0,5;1483,0
Landelijk gebied Noord;Alkmaar;Buurt;3610709;1831;10;2,2;21,0;;;;;;;;;;0,5;;2,2;548,0
Binnenstad-West;Alkmaar;Buurt;3610800;1811;1815;1,5;7597,0;241,0;20,0;39,0;9,0;51,0;13,0;;2,3607843137254902;;0,5068870523415978;0,6;0,6;4162,0
Binnenstad-Oost;Alkmaar;Buurt;3610801;1811;1840;1,7;11561,0;269,0;32,0;48,0;18,0;33,0;27,0;;2,3248175182481754;;0,3179347826086957;0,7;0,7;3870,0
Spoorbuurt;Alkmaar;Buurt;3610802;1815;1215;1,8;9558,0;221,0;70,0;66,0;9,0;25,0;6,0;;2,2252747252747254;;0,27983539094650206;0,7;0,7;3346,0
Overstad;Alkmaar;Buurt;3610803;1823;235;1,9;1349,0;376,0;0,0;92,0;0,0;8,0;30,0;;2,257142857142857;;0,6595744680851063;1,1;1,0;3652,0
Oterleek;Alkmaar;Buurt;3610900;1842;240;2,5;64,0;374,0;91,0;79,0;12,0;8,0;15,0;;1,9591836734693877;;0,4375;1,5;2,5;116,0
Ursem gem. S;Alkmaar;Buurt;3610901;1646;30;2,2;19,0;411,0;93,0;83,0;0,0;17,0;23,0;;2,142857142857143;;0,8333333333333334;;2,0;107,0
Stompetoren;Alkmaar;Buurt;3610902;1841;815;2,4;182,0;285,0;86,0;75,0;21,0;4,0;26,0;;2,1032258064516127;;0,294478527607362;1,4;0,6;219,0
Schermerhorn;Alkmaar;Buurt;3610903;1636;550;2,3;229,0;253,0;82,0;70,0;22,0;8,0;14,0;;2,0208333333333335;;0,2727272727272727;1,3;0,5;173,0
Zuidschermer;Alkmaar;Buurt;3610904;1846;250;2,5;37,0;374,0;91,0;87,0;1,0;11,0;16,0;;1,9387755102040816;;0,46;1,6;1,4;40,0
Driehuizen;Alkmaar;Buurt;3610905;1844;90;2,6;57,0;385,0;83,0;85,0;2,0;13,0;13,0;;2,2222222222222223;;0,3888888888888889;1,6;0,7;20,0
Grootschermer;Alkmaar;Buurt;3610906;1843;295;2,3;70,0;357,0;90,0;79,0;15,0;6,0;21,0;;1,981818181818182;;0,4067796610169492;1,4;0,7;75,0
Noordeinde;Alkmaar;Buurt;3611000;1485;30;2,7;70,0;553,0;100,0;94,0;0,0;6,0;29,0;;2,6666666666666665;;0,6666666666666666;;2,2;80,0
West-Graftdijk;Alkmaar;Buurt;3611001;1486;345;2,2;295,0;320,0;94,0;88,0;6,0;6,0;7,0;;2,05;;0,2608695652173913;1,4;1,2;112,0
Graft;Alkmaar;Buurt;3611002;1484;350;2,4;256,0;344,0;92,0;79,0;17,0;4,0;12,0;;1,9047619047619047;;0,21428571428571427;1,3;1,7;426,0
De Rijp;Alkmaar;Buurt;3611003;1483;1775;2,3;1207,0;285,0;93,0;74,0;21,0;5,0;9,0;;2,0655737704918034;;0,2619718309859155;1,2;0,7;565,0
Oost-Graftdijk;Alkmaar;Buurt;3611004;1487;70;2,1;126,0;289,0;97,0;92,0;3,0;5,0;15,0;;2,1538461538461537;;0,42857142857142855;1,7;0,9;102,0
Starnmeer;Alkmaar;Buurt;3611005;1488;70;3,0;31,0;446,0;93,0;84,0;0,0;16,0;7,0;;2,0;;0,7857142857142857;1,4;4,0;66,0
Markenbinnen;Alkmaar;Buurt;3611006;1536;130;2,5;235,0;373,0;95,0;85,0;8,0;7,0;9,0;;1,9615384615384615;;0,34615384615384615;1,4;2,0;76,0
Vroonermeer-Zuid;Alkmaar;Buurt;3611100;1822;1250;2,5;7122,0;313,0;73,0;75,0;19,0;5,0;100,0;;2,1504065040650406;;0,152;1,1;0,5;1739,0
Vroonermeer-Noord;Alkmaar;Buurt;3611101;1822;325;3,0;2981,0;349,0;100,0;68,0;32,0;0,0;100,0;;2,25;;0,06153846153846154;1,1;0,7;2058,0
Binnenstad-Noord;Almelo;Buurt;1411000;7607;1520;1,5;3442,0;161,0;26,0;25,0;37,0;37,0;16,0;;2,0;;0,23355263157894737;0,7;1,0;2148,0
Binnenstad-Zuid;Almelo;Buurt;1411001;7607;1015;1,5;4372,0;163,0;14,0;36,0;42,0;22,0;18,0;;2,0;;0,22167487684729065;0,7;0,7;2586,0
Ulk en omgeving;Almelo;Buurt;1411002;7607;490;1,7;8723,0;130,0;28,0;16,0;81,0;3,0;9,0;;1,5166666666666666;;0,061224489795918366;0,7;0,7;2757,0
Java en omgeving;Almelo;Buurt;1411003;7607;355;1,9;7204,0;141,0;87,0;27,0;65,0;8,0;5,0;;1,6470588235294117;;0,08450704225352113;0,7;0,8;1903,0
Bornsestraat en omgeving Midden;Almelo;Buurt;1411100;7601;265;2,1;4600,0;162,0;86,0;68,0;19,0;13,0;2,0;;1,880952380952381;;0,20754716981132076;1,2;0,4;2332,0
Riet Noord;Almelo;Buurt;1411101;7601;430;1,8;6985,0;119,0;74,0;31,0;56,0;13,0;7,0;;1,4918032786885247;;0,09302325581395349;0,8;0,5;2829,0
Arendsboer en omgeving Noord;Almelo;Buurt;1411102;7601;550;2,1;5708,0;132,0;73,0;58,0;19,0;22,0;4,0;;1,8631578947368421;;0,12727272727272726;0,9;0,3;3019,0
Nieuwland;Almelo;Buurt;1411103;7601;920;2,1;6156,0;133,0;65,0;31,0;64,0;5,0;16,0;;1,6754966887417218;;0,07065217391304347;0,8;0,3;1821,0
Arendsboer en omgeving Zuid;Almelo;Buurt;1411104;7601;145;2,2;7717,0;127,0;99,0;65,0;22,0;13,0;0,0;;1,5925925925925926;;0,1724137931034483;1,0;0,5;2597,0
Riet Zuid;Almelo;Buurt;1411105;7601;345;2,0;6319,0;116,0;71,0;19,0;74,0;7,0;17,0;;1,4464285714285714;;0,07246376811594203;0,7;0,5;2369,0
Bornsestraat en omgeving Zuid;Almelo;Buurt;1411106;7601;510;2,1;5378,0;177,0;86,0;52,0;30,0;19,0;26,0;;1,8928571428571428;;0,12745098039215685;1,0;0,4;1613,0
Verspreide huizen wijk 11;Almelo;Buurt;1411109;7601;95;2,7;176,0;232,0;59,0;47,0;0,0;53,0;62,0;;1,8823529411764706;;0,8947368421052632;1,5;1,1;764,0
Vriezenveenseweg e.o. Haghoek Oost;Almelo;Buurt;1411200;7602;475;2,3;3191,0;182,0;98,0;78,0;13,0;9,0;6,0;;1,8571428571428572;;0,18947368421052632;1,3;0,4;1707,0
Parkweg en omgeving;Almelo;Buurt;1411201;7602;820;2,2;3764,0;254,0;75,0;72,0;18,0;10,0;6,0;;2,143884892086331;;0,1951219512195122;1,1;0,6;1820,0
Vriezenveenseweg e.o. Haghoek West;Almelo;Buurt;1411202;7602;735;2,0;5642,0;159,0;58,0;65,0;23,0;12,0;5,0;;1,9363636363636363;;0,08843537414965986;0,9;0,3;1127,0
Verspreide huizen wijk 12;Almelo;Buurt;1411209;7602;395;2,2;296,0;268,0;71,0;53,0;28,0;19,0;72,0;;2,076923076923077;;0,8987341772151899;2,0;0,9;847,0
Ootmarsumsestraat en omgeving;Almelo;Buurt;1411300;7603;880;2,2;4847,0;202,0;63,0;47,0;40,0;12,0;69,0;;1,8695652173913044;;0,1534090909090909;1,1;0,4;1383,0
Markgraven;Almelo;Buurt;1411301;7603;465;2,8;2893,0;380,0;100,0;98,0;0,0;2,0;26,0;;2,207920792079208;;0,21505376344086022;1,5;1,3;869,0
Rumerslanden;Almelo;Buurt;1411302;7603;330;2,1;3365,0;139,0;84,0;26,0;64,0;10,0;15,0;;1,6226415094339623;;0,07575757575757576;0,7;0,6;1129,0
Wester-Sluitersveldlanden;Almelo;Buurt;1411303;7603;805;1,6;5107,0;117,0;30,0;15,0;81,0;4,0;7,0;;1,5446428571428572;;0,08074534161490683;0,7;0,3;1597,0
Verspreide huizen wijk 13;Almelo;Buurt;1411309;7603;340;3,0;311,0;435,0;98,0;93,0;0,0;7,0;60,0;;2,1904761904761907;;0,27941176470588236;1,4;1,0;512,0
Dijkstraat en omgeving;Almelo;Buurt;1411400;7604;305;2,2;3623,0;137,0;91,0;61,0;18,0;21,0;1,0;;1,6346153846153846;;0,13114754098360656;1,2;0,8;1952,0
Rohof en omgeving;Almelo;Buurt;1411401;7604;145;2,3;2324,0;293,0;98,0;95,0;0,0;5,0;0,0;;2,32;;0,27586206896551724;2,0;0,6;2202,0
Kerkelanden;Almelo;Buurt;1411402;7604;390;2,2;4765,0;94,0;63,0;14,0;84,0;2,0;6,0;;1,4307692307692308;;0,08974358974358974;0,6;0,4;1844,0
Aalderinkshoek Noordoost;Almelo;Buurt;1411403;7604;510;1,8;3200,0;144,0;35,0;26,0;73,0;1,0;32,0;;1,546875;;0,06862745098039216;0,8;0,5;1306,0
Aalderinkshoek Zuidoost;Almelo;Buurt;1411404;7604;240;2,2;3300,0;262,0;72,0;88,0;8,0;4,0;0,0;;2,176470588235294;;0,125;1,3;0,3;1462,0
Aalderinkshoek Noordwest;Almelo;Buurt;1411405;7604;745;2,5;8281,0;121,0;62,0;31,0;64,0;5,0;4,0;;1,6277372262773722;;0,06040268456375839;0,8;1,0;941,0
Aalderinkshoek Zuidwest;Almelo;Buurt;1411406;7604;605;1,8;6258,0;133,0;38,0;51,0;34,0;14,0;5,0;;1,9701492537313432;;0,0743801652892562;0,8;0,8;1000,0
Verspreide huizen wijk 14;Almelo;Buurt;1411409;7604;125;2,5;71,0;330,0;91,0;75,0;3,0;22,0;11,0;;2,08;;0,88;2,0;1,5;688,0
Nieuwstraat en omgeving;Almelo;Buurt;1411500;7605;510;2,1;4214,0;119,0;81,0;55,0;23,0;22,0;6,0;;1,5340909090909092;;0,23529411764705882;0,9;0,7;2659,0
Wonde en omgeving;Almelo;Buurt;1411501;7605;310;2,2;5166,0;112,0;99,0;26,0;70,0;3,0;0,0;;1,3888888888888888;;0,06451612903225806;0,7;0,8;2705,0
Witvoet en omgeving;Almelo;Buurt;1411502;7605;305;2,2;8201,0;108,0;100,0;32,0;58,0;10,0;0,0;;1,3958333333333333;;0,04918032786885246;0,7;0,5;2423,0
Achterlanden en omgeving;Almelo;Buurt;1411503;7605;305;2,0;5332,0;119,0;93,0;25,0;71,0;3,0;1,0;;1,4782608695652173;;0,06557377049180328;1,0;0,4;2078,0
Boomplaats;Almelo;Buurt;1411600;7606;440;2,1;6744,0;117,0;89,0;28,0;63,0;9,0;0,0;;1,5633802816901408;;0,07954545454545454;0,8;0,9;2038,0
Ossenkoppelerhoek-Oost;Almelo;Buurt;1411601;7606;485;2,0;5843,0;116,0;55,0;53,0;34,0;13,0;0,0;;1,6923076923076923;;0,15463917525773196;1,0;0,9;2453,0
Beeklust;Almelo;Buurt;1411602;7606;435;2,1;8118,0;120,0;69,0;26,0;68,0;6,0;24,0;;1,5820895522388059;;0,04597701149425287;0,7;0,2;1797,0
Ossenkoppelerhoek-Midden-Noord;Almelo;Buurt;1411603;7606;600;1,9;6698,0;120,0;42,0;37,0;49,0;13,0;11,0;;1,8020833333333333;;0,1;0,8;0,8;2276,0
Ossenkoppelerhoek-West;Almelo;Buurt;1411604;7606;875;2,2;4225,0;145,0;70,0;64,0;27,0;10,0;8,0;;1,7291666666666667;;0,12571428571428572;0,9;0,4;1649,0
Ossenkoppelerhoek-Midden-Zuid;Almelo;Buurt;1411605;7606;425;2,2;3262,0;103,0;57,0;16,0;81,0;3,0;0,0;;1,8285714285714285;;0,09411764705882353;0,7;1,0;2138,0
Hofkamp-West;Almelo;Buurt;1411700;7607;220;2,0;4498,0;220,0;67,0;64,0;32,0;4,0;2,0;;2,25;;0,18181818181818182;1,2;0,4;2599,0
Hofkamp-Oost;Almelo;Buurt;1411701;7607;650;1,9;5485,0;165,0;56,0;61,0;23,0;15,0;7,0;;2,0;;0,08461538461538462;0,9;0,2;1882,0
Paradijs;Almelo;Buurt;1411702;7607;175;2,1;757,0;387,0;62,0;76,0;0,0;24,0;7,0;;2,2413793103448274;;0,2571428571428571;1,4;0,8;1371,0
Kollenveld-Bolkshoek;Almelo;Buurt;1411703;7607;460;3,0;493,0;345,0;99,0;78,0;15,0;6,0;79,0;;2,1584158415841586;;0,2608695652173913;1,3;1,1;959,0
Verspreide huizen Hofkamp;Almelo;Buurt;1411709;7607;35;3,1;22,0;322,0;77,0;48,0;0,0;52,0;3,0;;2,0;;0,7142857142857143;;2,7;326,0
Schelfhorst-Zuidwest;Almelo;Buurt;1411800;7608;480;2,4;2494,0;189,0;95,0;83,0;9,0;8,0;0,0;;;;0,11458333333333333;1,3;0,9;1667,0
Drakensteyn en omgeving;Almelo;Buurt;1411801;7608;705;1,9;6199,0;127,0;53,0;9,0;87,0;4,0;1,0;;1,6407766990291262;;0,04964539007092199;0,7;0,9;1773,0
Schelfhorst-Noordwest;Almelo;Buurt;1411802;7608;900;2,3;3921,0;155,0;82,0;58,0;18,0;24,0;0,0;;1,8344370860927153;;0,1111111111111111;1,1;0,9;1262,0
Havezathe;Almelo;Buurt;1411803;7608;670;2,4;6698,0;142,0;91,0;63,0;31,0;5,0;0,0;;1,685483870967742;;0,08208955223880597;1,1;0,5;1385,0
Schelfhorst-Noordoost;Almelo;Buurt;1411804;7608;545;2,5;5026,0;232,0;100,0;99,0;0,0;1,0;0,0;;1,970873786407767;;0,11926605504587157;1,3;0,3;1016,0
Schelfhorst-Zuidoost;Almelo;Buurt;1411805;7608;1300;2,4;4530,0;217,0;84,0;70,0;25,0;5,0;7,0;;1,9699570815450644;;0,11538461538461539;1,2;0,6;1650,0
Veenelanden;Almelo;Buurt;1411806;7608;5;3,3;29,0;;;;;;;;;;0,0;;1,3;459,0
Groeneveld;Almelo;Buurt;1411900;7609;205;2,2;616,0;371,0;100,0;97,0;0,0;3,0;1,0;;2,5428571428571427;;0,36585365853658536;1,9;1,2;1094,0
Kanaalzijde;Almelo;Buurt;1411901;7609;610;2,4;1221,0;173,0;99,0;65,0;31,0;4,0;0,0;;1,780701754385965;;0,08196721311475409;1,1;1,2;886,0
Leemslagen-Noord;Almelo;Buurt;1411902;7609;660;2,3;6083,0;139,0;83,0;64,0;23,0;13,0;0,0;;1,794871794871795;;0,09848484848484848;1,0;0,9;1163,0
Leemslagen-Zuid;Almelo;Buurt;1411903;7609;880;1,9;5795,0;143,0;69,0;46,0;50,0;5,0;0,0;;1,9224806201550388;;0,06818181818181818;0,9;0,4;1138,0
Zeven Bosjes;Almelo;Buurt;1411904;7609;475;2,7;1066,0;257,0;100,0;98,0;0,0;2,0;1,0;;2,13265306122449;;0,1368421052631579;1,3;0,7;1042,0
Leemslagen-Oost;Almelo;Buurt;1411905;7609;465;2,5;2774,0;196,0;100,0;80,0;17,0;3,0;0,0;;1,9680851063829787;;0,16129032258064516;1,6;1,1;1436,0
Huttenveld;Almelo;Buurt;1411906;7609;590;2,9;3825,0;261,0;100,0;97,0;0,0;3,0;10,0;;2,036764705882353;;0,15254237288135594;1,4;0,5;1065,0
Maardijk;Almelo;Buurt;1411907;7609;350;2,8;2587,0;266,0;100,0;99,0;0,0;1,0;1,0;;2,0;;0,24285714285714285;2,3;0,8;1150,0
De Grens;Almelo;Buurt;1411908;7609;220;2,7;1143,0;265,0;100,0;96,0;0,0;4,0;8,0;;2,0416666666666665;;0,6590909090909091;;0,5;858,0
Nijrees;Almelo;Buurt;1411909;7609;760;2,9;5588,0;267,0;97,0;88,0;11,0;1,0;99,0;;2,1377245508982035;;0,15789473684210525;1,2;1,7;773,0
Verspreide huizen wijk 19;Almelo;Buurt;1411910;7609;345;2,7;481,0;292,0;99,0;92,0;0,0;8,0;72,0;;2,2253521126760565;;0,7246376811594203;2,0;1,6;1126,0
